identifier;name;familyName;givenName;country;group;gender;citizenship;memberships;born_place;born_day;born_month;born_year;disability;born_lat;born_lon;relatives;educated_at;highest_degree;occupation
197786;susanna ceccardi;Ceccardi;Susanna;IT;ID;FEMALE;ITA;AFET,D-IL,DMED,LIBE,DROI,DARP,D-US;Pisa;19.0;3.0;1987.0;;43.716666666;10.4;;;;politician
125043;inma rodríguez-piñero;Rodríguez-Piñero;Inma;ES;S&D;FEMALE;ESP;D-CL,DCAR,INTA,D-UK,TRAN,D-JP,DLAT;Madrid;7.0;1.0;1958.0;;;;;;university;official,manager
243979;francesca peppucci;Peppucci;Francesca;IT;PPE;FEMALE;ITA;ENVI,DACP,DAFR,DROI,D-US;Todi;2.0;6.0;1993.0;;42.783333333;12.416666666;;;;politician
197473;christian doleschal;Doleschal;Christian;DE;PPE;MALE;DEU;ENVI,REGI,DCAS,IMCO,LIBE,AFCO,D-BR,DMER,DLAT;Kemnath;27.0;4.0;1988.0;;49.866666666;11.883333333;;;;lawyer,politician
28161;margrete auken;Auken;Margrete;DK;Verts/ALE;FEMALE;DNK;DPAL,ENVI,PETI,SANT,DMED;Aarhus;6.0;1.0;1945.0;;56.156388888;10.209722222;Gunnar Auken,Kirsten Auken;University of Copenhagen,Kildegård Privatskole;phd;priest,politician,theologian
124852;sergei stanishev;Stanishev;Sergei;BG;S&D;MALE;BGR;AFET,D-MK,ECON,D-AL;Kherson;5.0;5.0;1966.0;;46.6425;32.625;Dimitar Stanishev;MSU Faculty of History,Goodenough College;;politician
197720;frances fitzgerald;Fitzgerald;Frances;IE;PPE;FEMALE;IRL;ECON,FEMM,D-CN,DEVE,D-US;Croom;1.0;8.0;1950.0;;52.5213;-8.7205;;London School of Economics and Political Science,University College Dublin;;politician
96891;paolo de castro;De Castro;Paolo;IT;S&D;MALE;ITA;INTA,AGRI,D-US,DMAS,DMED,DLAT;S. Pietro Vernotico;2.0;2.0;1958.0;;40.5115548;18.01434415;;University of Bologna;phd;researcher,lawyer,politician,professor
96734;ska keller;Keller;Ska;DE;Verts/ALE;FEMALE;DEU;ENVI,PECH,D-MX;W.-P.-St. Guben;22.0;11.0;1981.0;;51.95042;14.7143;;Free University Berlin;university;politician,activist
125004;franc bogovič;Bogovič;Franc;SI;PPE;MALE;SVN;D-RS,AGRI,ITRE,REGI,D-CN,DACP,DAFR;Senovo;2.0;2.0;1963.0;;46.038333;15.52;;University of Maribor;university;researcher,manager,entrepreneur,official,politician
247735;laura ballarín cereza;Ballarín Cereza;Laura;ES;S&D;FEMALE;ESP;IMCO,DMAG,DMED,DACP,DAFR,ITRE,FEMM,D-US,D-IN;Barcelona;19.0;7.0;1984.0;;41.3825;2.176944444;;;phd;politician,researcher,manager,professor
197765;peter pollák;Pollák;Peter;SK;PPE;MALE;SVK;D-RU,CULT,REGI,LIBE,D-UA,D-IN,DEPA;Levoca;20.0;4.0;1973.0;;49.022777777;20.590555555;;University of Constantine the Philosopher;;politician,professor
40599;sirpa pietikäinen;Pietikäinen;Sirpa;FI;PPE;FEMALE;FIN;ECON,FEMM,DPAL,DMED,ENVI,FISC,DPAP;Parikkala;19.0;4.0;1959.0;;61.55;29.5;;Aalto University School of Business;university;politician,teacher
1892;carlos coelho;Coelho;Carlos;PT;PPE;MALE;PRT;CONT,DACP,DAFR,REGI,D-ZA;Lisboa;20.0;5.0;1960.0;;38.708042;-9.139016;;;;politician
96776;róża thun und hohenstein;Thun und Hohenstein;Róża;PL;Renew;FEMALE;POL;IMCO,DCAS,ENVI,LIBE;Kraków;13.0;4.0;1954.0;;;;;;university;politician,official,manager
197448;rasmus andresen;Andresen;Rasmus;DE;Verts/ALE;MALE;DEU;BUDG,ECON,FISC,D-CA,ITRE,D-US;Essen;20.0;2.0;1986.0;;51.450833333;7.013055555;;FernUniversität in Hagen;;politician
24942;ana miranda;Miranda;Ana;ES;Verts/ALE;FEMALE;ESP;PETI,PECH,REGI,DROI,DPAL,D-BR,DAND,DMED,DLAT;Cuntis;2.0;5.0;1971.0;;;;;;;
197668;vlad-marius botoş;Botoş;Vlad-Marius;RO;Renew;MALE;ROU;REGI,D-AL,IMCO,CULT,D-ME;Arad;15.0;6.0;1986.0;;;;;;;
198176;roman haider;Haider;Roman;AT;ID;MALE;AUT;INTA,FISC,DSCA,D-ZA,DEPA,AFET,ECON,TRAN,D-UK,DEEA,D-US,DCAS;Grieskirchen;13.0;4.0;1967.0;;48.235;13.831944444;;Johannes Kepler University Linz;;politician
185619;tiemo wölken;Wölken;Tiemo;DE;S&D;MALE;DEU;ENVI,JURI,SANT,D-CA,D-AL;Otterndorf;5.0;12.0;1985.0;;53.808111111;8.899736111;;Halepaghen-Schule,University of Hull;university;researcher,lawyer,politician,professor
23781;janusz lewandowski;Lewandowski;Janusz;PL;PPE;MALE;POL;BUDG,DASE,ECON,ITRE,DAND,DLAT;Lublin;13.0;6.0;1951.0;;51.25;22.566666666;;University of Gdańsk;phd;researcher,athlete,politician,professor
124760;nicolas bay;Bay;Nicolas;FR;ECR;MALE;FRA;EMPL,REGI;Saint-Germain-en-Laye;21.0;12.0;1977.0;;48.896388888;2.090555555;;Paris Nanterre University;;politician
28340;patrizia toia;Toia;Patrizia;IT;S&D;FEMALE;ITA;ITRE,DEEA,DAND,DEVE,TRAN,DLAT;Pogliano Milanese;17.0;3.0;1950.0;;45.5366847;8.99031505;;Bocconi University,University of Milan;;politician
197504;jérémy decerle;Decerle;Jérémy;FR;Renew;MALE;FRA;AGRI,D-BR,INTA,DPAP;Saint-Remy;1.0;7.0;1984.0;;46.763333333;4.8375;Daniel Decerle;;vocational;politician,trade unionist,farmer
197527;anne-sophie pelletier;Pelletier;Anne-Sophie;FR;The Left;FEMALE;FRA;IMCO,D-JP,DASE,TRAN,LIBE,PETI,DANZ;Besançon;5.0;2.0;1976.0;;47.242222222;6.021388888;;;;politician,q2827803
124713;tomáš zdechovský;Zdechovský;Tomáš;CZ;PPE;MALE;CZE;DCAS,AFET,EMPL,D-JP,DSAS,LIBE,DACP,DAFR;Havlíčkův Brod;2.0;11.0;1979.0;;49.607899638;15.580727658;;Masaryk University,Salesian Pontifical University,University of South Bohemia in České Budějovice;university;manager,writer,journalist,poet,politician
197731;clare daly;Daly;Clare;IE;The Left;FEMALE;IRL;D-AF,LIBE,INTA,TRAN,SEDE,D-RU;Dublin;11.0;4.0;1968.0;;53.1767;-6.8019;;Dublin City University;;propagandist,politician,activist
28229;manfred weber;Weber;Manfred;DE;PPE;MALE;DEU;;Niederhatzkofen;14.0;7.0;1972.0;;48.697593;12.0056;;Munich University of Applied Sciences;university;politician
197795;mario furore;Furore;Mario;IT;NI;MALE;ITA;TRAN,D-CL,DACP,DPAC,PETI;FOGGIA;25.0;12.0;1988.0;;41.45845;15.55188;;Libera Università Internazionale degli Studi Sociali Guido Carli;;politician
197626;herve juvin;Juvin;Herve;FR;NI;MALE;FRA;BUDG;MALESTROIT;29.0;1.0;1956.0;;;;;;;
197788;anna bonfrisco;Bonfrisco;Anna;IT;ID;FEMALE;ITA;AFET,D-IL,DSAS,DASE,DNAT,SEDE,D-US;Riva del Garda;12.0;10.0;1962.0;;45.883333333;10.85;;;;businessperson,politician
190774;geoffroy didier;Didier;Geoffroy;FR;PPE;MALE;FRA;JURI,D-US,IMCO,DPAP;Boulogne-Billancourt;12.0;4.0;1976.0;;48.835277777;2.241388888;;ESSEC Business School,Harvard University,Sciences Po,Columbia University,Établissement La Rochefoucauld;university;politician,lawyer
125109;eva kaili;Kaili;Eva;GR;NI;FEMALE;GRC;ITRE;Thessaloniki;26.0;10.0;1978.0;;40.640277777;22.935555555;Alexander Kaïlí;Aristotle University of Thessaloniki;phd;manager,journalist,official,politician,consultant,architect
249284;laurence sailliet;Sailliet;Laurence;FR;PPE;FEMALE;FRA;ENVI,PETI,DPAL,D-AF,DSAS,DMED,ECON;Thionville;1.0;3.0;1973.0;;;;;;;
197539;mikuláš peksa;Peksa;Mikuláš;CZ;Verts/ALE;MALE;CZE;ITRE,D-UA,CONT,ECON,FISC;Praha;18.0;6.0;1986.0;;50.0875;14.421388888;;Faculty of Mathematics and Physics, Charles University,Gymnázium Christiana Dopplera;;researcher,politician
197595;anna júlia donáth;Donáth;Anna Júlia;HU;Renew;FEMALE;HUN;LIBE,D-AL,EMPL,D-TR,D-RU;Magyarország;6.0;4.0;1987.0;;;;;;;
122978;alicia homs ginel;Homs Ginel;Alicia;ES;S&D;FEMALE;ESP;EMPL,DCAM,DLAT,ITRE,DMAG;Palma de Mallorca;15.0;10.0;1993.0;;39.566666666;2.649722222;;Autonomous University of Barcelona;university;politician,official
254722;teófilo santos;Santos;Teófilo;PT;PPE;MALE;PRT;BUDG,AGRI,D-BR,DMER,DLAT,EMPL,DMAG,DMED;Vila Franca (Viana do Castelo);12.0;2.0;1951.0;;41.68324;-8.74472;;;;lawyer,politician
124973;gerolf annemans;Annemans;Gerolf;BE;ID;MALE;BEL;ECON,AFCO,D-US;Antwerpen;8.0;11.0;1958.0;;51.221111111;4.399722222;;University of Antwerp;university;lawyer,politician
254718;anabela rodrigues;RODRIGUES;Anabela;PT;The Left;FEMALE;PRT;AFET,ITRE,DROI,SANT,DPAL,DMAS,DMED,ENVI;Lisboa;18.0;10.0;1976.0;;38.708042;-9.139016;;;;politician
197528;ondřej knotek;Knotek;Ondřej;CZ;Renew;MALE;CZE;REGI,D-ME,ENVI,SANT,D-AL;Sušice;31.0;8.0;1984.0;;49.231161465;13.520207848;;University of Chemistry and Technology;;politician,manager
250538;rafał romanowski;Romanowski;Rafał;PL;ECR;MALE;POL;BUDG,D-RU,AGRI,D-UA,DEPA;Ciechanów;15.0;2.0;1978.0;;52.883333333;20.616666666;;Pułtusk Academy of Humanities;;politician
197564;hynek blaško;Blaško;Hynek;CZ;NI;MALE;CZE;;Prague;15.0;7.0;1955.0;;50.0875;14.421388888;;Führungsakademie der Bundeswehr;;military officer,politician,soldier
2054;heidi hautala;Hautala;Heidi;FI;Verts/ALE;FEMALE;FIN;INTA,DROI,DASE,DEPA,JURI,D-RU,DSCA;Oulu;14.0;11.0;1955.0;;65.014166666;25.471944444;;University of Helsinki;;journalist,politician
197530;joanna kopcińska;Kopcińska;Joanna;PL;ECR;FEMALE;POL;SANT,ENVI,D-JP,EMPL,DAND,DLAT;Lodz;2.0;1.0;1967.0;;51.776944444;19.454722222;;Medical Academy of Łódź;;doctor,politician
96668;seán kelly;Kelly;Seán;IE;PPE;MALE;IRL;D-UK,ITRE,DASE,INTA,AFCO,D-ZA;Killarney;26.0;4.0;1952.0;;52.0588;-9.5072;Fionnuala Kenny;St. Brendan's College, Killarney,St Patrick's College,University College Dublin;;politician,athlete
197808;pietro bartolo;Bartolo;Pietro;IT;S&D;MALE;ITA;LIBE,BUDG,PECH,DMAS,DACP,DPAC,D-IQ;Lampedusa;10.0;2.0;1956.0;;35.503526;12.606689;;University of Catania;;doctor,politician
112744;tonino picula;Picula;Tonino;HR;S&D;MALE;HRV;AFET,DSEE,DEPA,ECON,AGRI,D-RS,D-US;Mali Lošinj;31.0;8.0;1961.0;;44.533888888;14.468055555;;Faculty of Humanities and Social Sciences, University of Zagreb;university;researcher,lawyer,politician,diplomat
2341;michael gahler;Gahler;Michael;DE;PPE;MALE;DEU;DACP,DAFR,AFET,D-ZA,TRAN,SEDE,DPAP;Frankfurt/Main;22.0;4.0;1960.0;;50.110555555;8.682222222;;Friedrich-Dessauer-Gymnasium, Frankfurt;university;diplomat,official,lawyer,politician
197577;gilles boyer;Boyer;Gilles;FR;Renew;MALE;FRA;CONT,ECON,FISC,DSEE,AFCO,DEEA;Paris;4.0;7.0;1971.0;;48.856666666;2.352222222;;Paris Nanterre University;;politician,writer
197709;robert roos;Roos;Robert;NL;ECR;MALE;NLD;ITRE,D-RU,ENVI;Rotterdam;2.0;8.0;1966.0;;;;;;;
125064;maria spyraki;Spyraki;Maria;GR;PPE;FEMALE;GRC;ENVI,ITRE,REGI,D-MK;Larisa;11.0;9.0;1965.0;;39.638493;22.413061;;Aristotle University of Thessaloniki;university;politician,journalist,lawyer,marketeer
72779;nadine morano;Morano;Nadine;FR;PPE;FEMALE;FRA;LIBE,DPAP,DEVE,DACP,DCAB;Nancy;6.0;11.0;1963.0;;48.692777777;6.183611111;;University of Lorraine;;politician
197511;salima yenbou;Yenbou;Salima;FR;Renew;FEMALE;FRA;AFET,DROI,DMED,CULT,DPAL;Aubervilliers;14.0;3.0;1971.0;;48.936388888;2.493055555;;;;politician
197553;beata szydło;Szydło;Beata;PL;ECR;FEMALE;POL;EMPL,ITRE,D-US,DSCA,DEPA;Oswiecim;15.0;4.0;1963.0;;50.038055555;19.221388888;;SGH Warsaw School of Economics,Krakow University of Economics,Jagiellonian University;;ethnologist,politician
197522;radka maxová;Maxová;Radka;CZ;S&D;FEMALE;CZE;FEMM,SANT,D-MD,ENVI,D-CL,DEPA;Pardubice;2.0;12.0;1968.0;;50.03861;15.77916;;University of Chemistry and Technology;;politician
197580;isabella tovaglieri;Tovaglieri;Isabella;IT;ID;FEMALE;ITA;ITRE,FEMM,D-ZA,IMCO,DMAS;Busto Arsizio;25.0;6.0;1987.0;;45.611958333;8.8518;;University Carlo Cattaneo;university;politician,lawyer
197776;rob rooken;Rooken;Rob;NL;ECR;MALE;NLD;D-CN,ITRE,CULT,LIBE;Groningen;5.0;10.0;1969.0;;53.218888888;6.5675;;;;politician
197783;andris ameriks;Ameriks;Andris;LV;S&D;MALE;LVA;TRAN,DCAS,PETI,ITRE,D-RU;Riga;5.0;3.0;1961.0;;56.9665;23.722111111;;Riga Technical University,University of Latvia;;researcher,politician
4344;maría soraya rodríguez ramos;Rodríguez Ramos;María Soraya;ES;Renew;FEMALE;ESP;DPAP,ENVI,FEMM,DLAT,AFET,DEVE,DROI,DAND,DACP,DAFR;Valladolid;1.0;12.0;1963.0;;41.651980555;-4.728561111;;University of Valladolid;;lawyer,politician
197439;damian boeselager;Boeselager;Damian;DE;Verts/ALE;MALE;DEU;AFCO,D-CA,BUDG,ECON,ITRE,LIBE,D-US;Frankfurt am Main;8.0;3.0;1988.0;;50.110555555;8.682222222;Georg Freiherr von Boeselager,Huberta Thiel,Albrecht Freiherr von Boeselager;Hertie School,University of Bayreuth,Columbia University,Aloisiuskolleg;university;journalist,consultant,politician
202073;marc angel;Angel;Marc;LU;S&D;MALE;LUX;EMPL,PETI,D-CL,DLAT,ECON,IMCO,D-CN;Luxembourg-Ville;12.0;3.0;1963.0;;49.610555555;6.132777777;;TU Wien,University of Vienna;university;politician,teacher,translator
204334;vincenzo sofo;Sofo;Vincenzo;IT;ECR;MALE;ITA;LIBE,D-AF,ENVI,DMED,DACP,DAFR;Milan;18.0;12.0;1986.0;;45.466944444;9.19;Yann Le Pen;Università Cattolica del Sacro Cuore;;politician
197632;claudia gamon;Gamon;Claudia;AT;Renew;FEMALE;AUT;DEEA,ITRE,ENVI,D-MK;Feldkirch;23.0;12.0;1988.0;;47.238055555;9.598333333;;Gymnasium Bludenz,Vienna University of Economics and Business;university;politician
4746;sergio berlato;Berlato;Sergio;IT;ECR;MALE;ITA;ENVI,DMAS,DARP,DMED,INTA,DMAG;Vicenza;27.0;7.0;1959.0;;45.7;11.433333333;;;university;politician,manager
197556;ivan david;David;Ivan;CZ;ID;MALE;CZE;AGRI,D-CN,DCAS,ENVI,ITRE,D-RU;Prague;24.0;9.0;1952.0;;50.0875;14.421388888;;Charles University;;doctor,researcher,politician
197754;sandra pereira;Pereira;Sandra;PT;The Left;FEMALE;PRT;DLAT,EMPL,FEMM,ITRE,AGRI,DMER;Alvoco da Serra;18.0;3.0;1977.0;;40.295555555;-7.670277777;;University of Lisbon;;linguist,politician
197779;josé ramón bauzá díaz;Bauzá Díaz;José Ramón;ES;Renew;MALE;ESP;TRAN,DARP,AFET,D-US;Madrid;16.0;11.0;1970.0;;;;;;university;
197820;nicola procaccini;Procaccini;Nicola;IT;ECR;MALE;ITA;DSAS,ENVI,AGRI,DEEA;Roma;21.0;1.0;1976.0;;41.893055555;12.482777777;Maria Burani Procaccini;Sapienza University of Rome;university;politician,journalist,manager,marketeer
197870;kim van sparrentak;Van Sparrentak;Kim;NL;Verts/ALE;FEMALE;NLD;IMCO,DANZ,EMPL;Vlissingen;16.0;10.0;1989.0;;51.45;3.583333333;;Wageningen University & Research,University of Amsterdam;;politician
197584;sándor rónai;Rónai;Sándor;HU;S&D;MALE;HUN;CONT,ENVI,DNAT,D-TR;Budapest;22.0;11.0;1988.0;;47.498333333;19.040833333;;Eötvös Loránd University;;politician
197611;elena lizzi;Lizzi;Elena;IT;ID;FEMALE;ITA;EMPL,AGRI,DMAS,ITRE,REGI,DEEA;San Daniele del Friuli;30.0;10.0;1967.0;;46.15;13.016666666;;;;politician
197772;tineke strik;Strik;Tineke;NL;Verts/ALE;FEMALE;NLD;AFET,LIBE,D-MK,D-BY,DACP,DAFR,DROI,D-TR,DMAG;Appeltern;28.0;9.0;1961.0;;51.8214;5.4714;;Radboud University Nijmegen;;social worker,politician
197773;bert-jan ruissen;Ruissen;Bert-Jan;NL;ECR;MALE;NLD;D-IL,AGRI,PECH,DMED,AFET,D-IN;Reimerswaal;22.0;3.0;1972.0;;51.4481;4.0342;;Wageningen University & Research;;journalist,researcher,politician
124770;jean-françois jalkh;Jalkh;Jean-François;FR;ID;MALE;FRA;D-CN,CONT;Tournan-en-Brie;23.0;5.0;1957.0;;48.740555555;2.768055555;;Panthéon-Assas University;university;politician,journalist
112611;petri sarvamaa;Sarvamaa;Petri;FI;PPE;MALE;FIN;CONT,AGRI,BUDG,D-RU,D-US;Joensuu;15.0;9.0;1960.0;;62.6;29.763888888;;University of Helsinki;university;politician,journalist,manager
236052;patricia chagnon;Chagnon;Patricia;FR;ID;FEMALE;FRA;LIBE,DLAT,AFET,D-CL,DASE;Eindhoven;20.0;11.0;1963.0;;51.434444444;5.484166666;;;;politician,interpreter
197505;catherine chabaud;Chabaud;Catherine;FR;Renew;FEMALE;FRA;DEVE,DPAL,DMED,ENVI,PECH,DACP,DAFR;Bron;29.0;11.0;1962.0;;45.738611111;4.913055555;;Institut Pratique du Journalisme;;journalist,politician,seafarer
124726;henna virkkunen;Virkkunen;Henna;FI;PPE;FEMALE;FIN;ITRE,TRAN,DARP,DACP,DAFR;Joutsa;4.0;6.0;1972.0;;61.741666666;26.115277777;;University of Jyväskylä;university;politician,journalist,teacher
28269;jerzy buzek;Buzek;Jerzy;PL;PPE;MALE;POL;ITRE,DNAT,SEDE,D-UA,DEPA;Śmiłowice;3.0;7.0;1940.0;;49.660749749;18.571800072;;Silesian University of Technology;phd;teacher,researcher,engineer,professor,politician,trade unionist
124777;tiziana beghin;Beghin;Tiziana;IT;NI;FEMALE;ITA;INTA,D-US,DMED,BUDG,ITRE,DMAG;Genoa;4.0;2.0;1971.0;;44.407186111;8.933983333;;;university;politician,professor
125065;elissavet vozemberg-vrionidi;Vozemberg-Vrionidi;Elissavet;GR;PPE;FEMALE;GRC;FEMM,TRAN,LIBE,D-TR;Athina;14.0;9.0;1956.0;;;;;;;
112747;romana jerković;Jerković;Romana;HR;S&D;FEMALE;HRV;ITRE,D-AL,ENVI,D-RU;Split;28.0;11.0;1964.0;;43.51;16.44;;University of Rijeka;;doctor,politician
197394;josianne cutajar;Cutajar;Josianne;MT;S&D;FEMALE;MLT;DANZ,ITRE,TRAN,REGI,D-CN,DMED;Victoria;27.0;12.0;1989.0;;36.05;14.25;;University of Malta;;politician
197426;sven simon;Simon;Sven;DE;PPE;MALE;DEU;INTA,AFCO,DARP,AFET,ECON,DCAR,D-ZA,DACP,DPAC;Lahn-Wetzlar;9.0;10.0;1978.0;;50.566666666;8.5;;University of Giessen;phd;politician,lawyer,teacher,professor
96747;arnaud danjean;Danjean;Arnaud;FR;PPE;MALE;FRA;INTA,SEDE,DCAR,DANZ,AFET,CONT,DASE;Louhans;11.0;2.0;1971.0;;46.626388888;5.224722222;;Sciences Po;phd;politician,official,professor
124700;yana toom;Toom;Yana;EE;Renew;FEMALE;EST;PETI,LIBE,D-RU,REGI,JURI,D-IQ;Tallinn;15.0;10.0;1966.0;;59.437222222;24.745;Margarita Tšernogorova;University of Tartu;university;politician,journalist,marketeer
233862;matjaž nemec;Nemec;Matjaž;SI;S&D;MALE;SVN;DMAG,AFET,D-RS,LIBE,DACP,DAFR;Šempeter pri Gorici;10.0;4.0;1980.0;;45.928333;13.637778;Negovan Nemec,Nelida Nemec;;university;politician
28122;david casa;Casa;David;MT;PPE;MALE;MLT;EMPL,D-UK,DARP,ECON,D-TR,DMED;Valletta;16.0;11.0;1968.0;;35.897777777;14.5125;;;;politician
189065;france jamet;Jamet;France;FR;ID;FEMALE;FRA;ECON,PECH,D-UK,D-IN,DMED,INTA,D-ME,DMAG,D-JP,DEPA;Paris;5.0;2.0;1961.0;;48.856666666;2.352222222;Alain Jamet,Dominique Jamet,Marc-Antoine Jamet;;;politician
124785;maria grapini;Grapini;Maria;RO;S&D;FEMALE;ROU;IMCO,CONT,LIBE,DEPA,TRAN,D-MD,D-JP;Berești - Galați;7.0;11.0;1954.0;;46.09361111;27.88805556;;Gheorghe Asachi Technical University of Iași;;politician,engineer,consultant,manager
197734;lefteris nikolaou-alavanos;Nikolaou-Alavanos;Lefteris;GR;NI;MALE;GRC;BUDG,ECON,D-MK,PETI,D-UK;Athens;7.0;2.0;1985.0;;;;;;;
124866;ilhan kyuchyuk;Kyuchyuk;Ilhan;BG;Renew;MALE;BGR;D-TR,AFET,TRAN,JURI,DARP;Sevlievo;16.0;9.0;1985.0;;;;;;university;politician
28346;mercedes bresso;Bresso;Mercedes;IT;S&D;FEMALE;ITA;DEVE,D-TR,DMED,AFET,ENVI,AFCO,DROI;Sanremo (IM);12.0;7.0;1944.0;;43.8175;7.775;;University of Turin;;researcher,politician
197586;stefania zambelli;Zambelli;Stefania;IT;PPE;FEMALE;ITA;ENVI,DCAS;Salò;6.0;4.0;1971.0;;45.6;10.533333333;;;;politician
106936;daniel freund;Freund;Daniel;DE;Verts/ALE;MALE;DEU;CONT,AFCO,LIBE,D-ME,DASE;Aachen;14.0;10.0;1984.0;;50.776207;6.083788;;Leipzig University,Sciences Po;university;politician,manager
197675;sarah wiener;Wiener;Sarah;AT;Verts/ALE;FEMALE;AUT;AGRI,DSCA,ENVI,IMCO;Halle;27.0;8.0;1962.0;;52.060833333;8.359722222;Oswald Wiener,Lore Heuermann;;secondary;non-fiction writer,cook,entrepreneur,actor,politician,athlete
101039;paolo borchia;Borchia;Paolo;IT;ID;MALE;ITA;ITRE,TRAN,D-TR,D-RS,DLAT;NEGRAR;27.0;5.0;1980.0;;45.53044;10.93825;;University of Padua;university;politician
197606;javier zarzalejos;Zarzalejos;Javier;ES;PPE;MALE;ESP;JURI,LIBE,D-CA,AFET,D-IN,DLAT;Bilbao;6.0;6.0;1960.0;;43.262222222;-2.953333333;José Antonio Zarzalejos Altares;University of Deusto;university;manager,journalist,official,lawyer,politician
123562;charlie weimers;Weimers;Charlie;SE;ECR;MALE;SWE;AFET,D-IQ,LIBE,D-US;HAMMARÖ;12.0;11.0;1982.0;;59.335652777;13.52075;;;;politician
197711;dolors montserrat;Montserrat;Dolors;ES;PPE;FEMALE;ESP;PETI,ENVI,SANT,DMER,D-CN,D-US,DLAT;Barcelona;18.0;9.0;1973.0;;;;;;phd;lawyer
197641;sara cerdas;Cerdas;Sara;PT;S&D;FEMALE;PRT;ENVI,SANT,D-ZA,DLAT,TRAN,DCAM;Funchal;23.0;3.0;1989.0;;32.65;-16.916666666;;University of Lisbon,Umeå University,Stockholm University;phd;politician,doctor,manager
197792;daniela rondinelli;Rondinelli;Daniela;IT;S&D;FEMALE;ITA;EMPL,AGRI,D-US,DLAT;Roma;19.0;8.0;1967.0;;41.893055555;12.482777777;;Libera Università Internazionale degli Studi Sociali Guido Carli;university;politician,lawyer,teacher
185771;tom vandendriessche;Vandendriessche;Tom;BE;ID;MALE;BEL;LIBE,DASE,IMCO,DCAR,D-JP,D-ZA;Leuven;27.0;10.0;1978.0;;50.8775;4.704444;;Ghent University;;politician
209896;colm markey;Markey;Colm;IE;PPE;MALE;IRL;AGRI,DEEA,TRAN,PECH,D-UK,DMER;Drogheda;3.0;1.0;1972.0;;53.715;-6.3525;;;;politician
251249;esther sanz selva;Sanz Selva;Esther;ES;The Left;FEMALE;ESP;PETI,DCAM,DLAT;Valencia;2.0;7.0;1985.0;;39.47;-0.376388888;;;;politician
197464;hannah neumann;Neumann;Hannah;DE;Verts/ALE;FEMALE;DEU;DARP,DROI,SEDE,D-IR,AFET,D-IQ;Speyer;3.0;4.0;1984.0;;49.3165553;8.433615;;Free University Berlin;phd;politician,consultant,manager,professor
124862;ulrike müller;Müller;Ulrike;DE;Renew;FEMALE;DEU;DANZ,AGRI,PETI,DSAS,ENVI,D-UK,DACP,DPAC;Augsburg;7.0;12.0;1962.0;;48.368888888;10.897777777;;;university;politician,farmer
197543;bernard guetta;Guetta;Bernard;FR;Renew;MALE;FRA;DROI,AFET,D-RU,DMAS,DMED;Boulogne-Billancourt;28.0;1.0;1951.0;;48.835277777;2.241388888;David Guetta;Centre de formation des journalistes;;journalist,politician,writer
2323;rainer wieland;Wieland;Rainer;DE;PPE;MALE;DEU;BUDG,AFCO,DACP,DPAC,PETI,DSEE;Stuttgart - Bad Cannstatt;19.0;2.0;1957.0;;48.7775;9.18;;University of Paris;;lawyer,politician
197818;billy kelleher;Kelleher;Billy;IE;Renew;MALE;IRL;D-US,ECON,FISC,ENVI,SANT,DACP,DCAB;Cork;20.0;1.0;1968.0;;51.9;-8.473055555;;Cork Institute of Technology;;farmer,politician
197804;dino giarrusso;Giarrusso;Dino;IT;NI;MALE;ITA;AGRI,D-BR,INTA,D-TR;Catania;11.0;9.0;1974.0;;37.502669444;15.087269444;;University of Siena;;screenwriter,actor,television personality,politician
197849;andrey slabakov;Slabakov;Andrey;BG;ECR;MALE;BGR;CULT,D-AL,ENVI,PETI,D-TR;Sofia;13.0;8.0;1960.0;;;;;;;
118949;ondřej kovařík;Kovařík;Ondřej;CZ;Renew;MALE;CZE;ECON,D-CA,TRAN,LIBE,FISC,D-UK,DEEA;KYJOV;21.0;8.0;1980.0;;49.010193088;17.122531686;;École nationale d'administration,Prague University of Economics and Business;;chinovnik,politician
197742;isabel garcía muñoz;García Muñoz;Isabel;ES;S&D;FEMALE;ESP;CONT,TRAN,DMAS,D-JP,REGI,DEEA;Zaragoza;3.0;3.0;1977.0;;41.65;-0.883333333;;University of Zaragoza;university;politician,engineer,manager
96830;enikő győri;Győri;Enikő;HU;NI;FEMALE;HUN;ECON,DAND,INTA,DCAM,DLAT;Budapest;17.0;7.0;1968.0;;47.498333333;19.040833333;;Corvinus University of Budapest;phd;politician,manager,professor
197496;marek belka;Belka;Marek;PL;S&D;MALE;POL;ECON,FISC,D-US,INTA,DCAM;Łódź;9.0;1.0;1952.0;;51.776944444;19.454722222;;London School of Economics and Political Science,University of Łódź,IV Liceum Ogólnokształcące in Łódź,Columbia University;phd;researcher,politician,banker
88715;josé gusmão;Gusmão;José;PT;The Left;MALE;PRT;ECON,FISC,D-US,EMPL,LIBE,D-CL,DLAT;Lisboa;20.0;7.0;1976.0;;38.708042;-9.139016;;Lisbon School of Economics and Management;;researcher,politician
197697;aurore lalucq;Lalucq;Aurore;FR;S&D;FEMALE;FRA;ECON,FISC,D-US,EMPL;Longjumeau;17.0;4.0;1979.0;;48.696944444;2.295555555;;University of Paris 1 Pantheon-Sorbonne,Paris Dauphine University;;researcher,politician
125025;marcel de graaff;de Graaff;Marcel;NL;NI;MALE;NLD;PETI;Rotterdam;7.0;4.0;1962.0;;51.92;4.48;;Radboud University Nijmegen;;politician,teacher,conspiracy theorist
