identifier;name;familyName;givenName;country;group;gender;citizenship;memberships;born_place;born_day;born_month;born_year;disability;born_lat;born_lon;relatives;educated_at;highest_degree;occupation
33982;marian-jean marinescu;Marinescu;Marian-Jean;RO;PPE;MALE;ROU;ENVI,DACP,DCAB,TRAN,CONT,ITRE,DASE;Râmnicu Vâlcea;11.0;8.0;1952.0;;45.104722222;24.375555555;;Politehnica University of Bucharest;university;politician,engineer,manager
28150;kinga gál;Gál;Kinga;HU;NI;FEMALE;HUN;AFET,D-CN,DACP,DPAC;Cluj-Napoca;6.0;9.0;1970.0;;46.78;23.559444444;;Eötvös Loránd University;phd;politician,official,lawyer
197472;filip de man;De Man;Filip;BE;ID;MALE;BEL;DROI,D-RU,AFET,SEDE;Roeselare;11.0;11.0;1955.0;;50.944722222;3.123333333;Jos De Man;;;journalist,politician
190464;thomas waitz;Waitz;Thomas;AT;Verts/ALE;MALE;AUT;AFET,D-AL,D-ME,AGRI,SEDE,DSEE;Vienna;16.0;5.0;1973.0;;48.208333333;16.3725;;;;farmer,politician
197621;juan ignacio zoido álvarez;Zoido Álvarez;Juan Ignacio;ES;PPE;MALE;ESP;INTA,AGRI,JURI,DPAL,DMAG,DCAM,DMED,DLAT,CONT,LIBE,DARP;Montellano - Sevilla;21.0;1.0;1957.0;;;;;;university;
197653;claudiu manda;Manda;Claudiu;RO;S&D;MALE;ROU;AFET,SEDE,DARP,INTA,BUDG,D-MX;Craiova;20.0;12.0;1975.0;;;;;;phd;politician,manager
125020;paul tang;Tang;Paul;NL;S&D;MALE;NLD;FISC,ECON,D-US,LIBE;Haarlem;23.0;4.0;1967.0;;52.380277777;4.640555555;;University of Amsterdam;phd;manager,official,researcher,consultant,politician
209140;vlad gheorghe;Gheorghe;Vlad;RO;Renew;MALE;ROU;BUDG,PETI,D-RS,TRAN,D-AL;București;22.0;2.0;1985.0;;44.4;26.083333333;;;university;politician,lawyer
197806;annalisa tardino;Tardino;Annalisa;IT;ID;FEMALE;ITA;LIBE,D-CA,ENVI,TRAN,PECH,SANT,DLAT;Licata;30.0;4.0;1979.0;;37.108333333;13.946944444;;University of Palermo;phd;politician,engineer,lawyer,professor
86793;anna cavazzini;Cavazzini;Anna;DE;Verts/ALE;FEMALE;DEU;IMCO,D-BR,D-UK,DLAT,INTA,DCAM;Schlüchtern;12.0;12.0;1982.0;;50.35;9.516666666;;Humboldt University of Berlin,Free University Berlin;university;politician,official,professor
197523;łukasz kohut;Kohut;Łukasz;PL;S&D;MALE;POL;ITRE,LIBE,D-RS,DEEA,CULT,DASE;Katowice;10.0;9.0;1982.0;;50.25;19.0;;University of Silesia in Katowice;;photographer,politician
197652;angelika winzig;Winzig;Angelika;AT;PPE;FEMALE;AUT;BUDG,CONT,D-TR,INTA,ITRE,FEMM,D-CN;Attnang-Puchheim;9.0;5.0;1963.0;;48.016666666;13.716666666;;Vienna University of Economics and Business;phd;politician,manager
124705;istván ujhelyi;Ujhelyi;István;HU;S&D;MALE;HUN;TRAN,ENVI,SANT,D-CN;Berettyóújfalu;28.0;2.0;1975.0;;47.216666666;21.55;;University of Szeged;university;politician
197557;christophe grudler;Grudler;Christophe;FR;Renew;MALE;FRA;ITRE,DEEA,AFET,SEDE,D-TR,DCAS;BELFORT;9.0;4.0;1965.0;;47.6375;6.862777777;;University of Strasbourg;;journalist,politician
197829;jorge buxadé villalba;Buxadé Villalba;Jorge;ES;ECR;MALE;ESP;LIBE,DMAG,DMED,CONT,JURI,AFCO;BARCELONA;16.0;6.0;1975.0;;41.3825;2.176944444;;Abat Oliba CEU University;university;politician,lawyer,teacher,professor
197540;leszek miller;Miller;Leszek;PL;S&D;MALE;POL;IMCO,D-UA,EMPL,D-BY;Żyrardów;3.0;7.0;1946.0;;52.05;20.433333333;Monika Miller;Wyższa Szkoła Nauk Społecznych;;researcher,politician
124714;andor deli;Deli;Andor;HU;NI;MALE;HUN;BUDG,D-RS,TRAN,D-ME;Óbecse (Szerbia);2.0;5.0;1977.0;;45.616666666;20.033333333;;University of Novi Sad;university;politician,lawyer,manager
98341;eva maydell;Maydell;Eva;BG;PPE;FEMALE;BGR;D-JP,ITRE,ECON,D-US;Sofia;26.0;1.0;1986.0;;42.697886;23.321726;;John Cabot University;;politician
197478;lars patrick berg;Berg;Lars Patrick;DE;ECR;MALE;DEU;IMCO,D-IN,AFET,D-AF;Frankfurt/Main;22.0;1.0;1966.0;;50.110555555;8.682222222;;;university;politician
197658;adrian-dragoş benea;Benea;Adrian-Dragoş;RO;S&D;MALE;ROU;REGI,D-MD,PETI,D-UA;Bacău;18.0;12.0;1975.0;;;;;;university;
197631;dacian cioloş;Cioloş;Dacian;RO;Renew;MALE;ROU;AGRI,DEPA,AFET,ENVI,D-MD,D-ZA;Zalău;27.0;7.0;1969.0;;;;;;university;consultant,manager
96991;eider gardiazabal rubial;Gardiazabal Rubial;Eider;ES;S&D;FEMALE;ESP;BUDG,D-RU,CONT,ECON,DANZ;Bilbao;12.0;7.0;1975.0;;;;;;;
197841;liudas mažylis;Mažylis;Liudas;LT;PPE;MALE;LTU;ENVI,D-BY,DEPA,INTA,DEEA;Kaunas;19.0;5.0;1954.0;;54.9;23.933333333;;Vilnius University;;journalist,researcher,politician
239258;maria angela danzì;Danzì;Maria Angela;IT;NI;FEMALE;ITA;ENVI,SANT,BUDG,REGI,PETI;LIBRIZZI;5.0;7.0;1957.0;;38.1;14.95;;University of Messina;university;politician,manager
182995;annika bruna;Bruna;Annika;FR;ID;FEMALE;FRA;LIBE,FEMM,D-BY,D-US,D-CA;Versailles;26.0;11.0;1956.0;;48.804722222;2.134166666;;;;politician
197501;joachim stanisław brudziński;Brudziński;Joachim Stanisław;PL;ECR;MALE;POL;CONT,LIBE,D-TR,D-BR,DMER,DLAT;Świerklaniec;4.0;2.0;1968.0;;;;;;;
251874;niels geuking;Geuking;Niels;DE;PPE;MALE;DEU;EMPL,D-UA,DEPA;Coesfeld;17.0;11.0;1992.0;;51.945833333;7.1675;Helmut Geuking;;;politician
197799;valentino grant;Grant;Valentino;IT;ID;MALE;ITA;BUDG,ECON,D-JP,DEVE,PECH,DACP,DPAC;Rome;21.0;4.0;1964.0;;41.893055555;12.482777777;;;;politician
197837;stasys jakeliūnas;Jakeliūnas;Stasys;LT;Verts/ALE;MALE;LTU;ECON,D-US,DEEA,DCAS;Karaganda;2.0;10.0;1958.0;;49.8;73.116666666;;Vilnius University;;researcher,politician
197694;raphaël glucksmann;Glucksmann;Raphaël;FR;S&D;MALE;FRA;DROI,AFET,INTA,SEDE,D-MD,DMED,DEPA;Boulogne-Billancourt;15.0;10.0;1979.0;;48.835277777;2.241388888;André Glucksmann,Françoise Villette;Lycée Lamartine,Sciences Po,Lycée Henri-IV;;non-fiction writer,documentalist,journalist,researcher,politician
197427;marlene mortler;Mortler;Marlene;DE;PPE;FEMALE;DEU;D-ZA,AGRI,DEVE,ENVI,D-AL;Lauf;16.0;10.0;1955.0;;49.510277777;11.277222222;;;;farmer,politician
197567;karen melchior;Melchior;Karen;DK;Renew;FEMALE;DNK;JURI,FEMM,DSCA,DEPA,IMCO,DASE;Gentofte;15.0;10.0;1980.0;;55.676111111;12.568888888;;University of Copenhagen;;official,politician,diplomat
197679;isabel benjumea benjumea;Benjumea Benjumea;Isabel;ES;PPE;FEMALE;ESP;REGI,ECON,DEPA,CULT,PETI,FISC,D-JP,DLAT;Madrid;5.0;9.0;1982.0;;;;;;university;consultant,manager,professor
124934;monika vana;Vana;Monika;AT;Verts/ALE;FEMALE;AUT;REGI,BUDG,FEMM,D-US,DANZ;Vienna;14.0;9.0;1969.0;;48.208333333;16.3725;;TU Wien,University of Vienna;phd;politician,official,manager,professor
125005;javier nart;Nart;Javier;ES;Renew;MALE;ESP;DCAM,AFET,SEDE,DLAT,DACP,DPAC,D-RU,DMAG;Laredo;19.0;8.0;1947.0;;43.414444444;-3.41;;University of Barcelona;;writer,journalist,lawyer,politician
197650;isabel santos;Santos;Isabel;PT;S&D;FEMALE;PRT;DMAS,AFET,LIBE,DROI,DLAT,DAND,DMED;Gondomar;12.0;2.0;1968.0;;41.133333333;-8.566666666;;;;politician
209091;cyrus engerer;Engerer;Cyrus;MT;S&D;MALE;MLT;ENVI,DKOR,LIBE,AFCO,DMAS;Pietà;28.0;9.0;1981.0;;35.883333333;14.483333333;;College of Europe;university;politician,manager
197638;margarida marques;Marques;Margarida;PT;S&D;FEMALE;PRT;BUDG,INTA,D-CN,DMED,ECON,DMAG;Bombarral;3.0;2.0;1954.0;;39.266666666;-9.15;;University of Lisbon,NOVA University Lisbon;university;teacher,manager,professor,official,politician
198096;mazaly aguilar;Aguilar;Mazaly;ES;ECR;FEMALE;ESP;AGRI,INTA,SEDE,D-US,DNAT;Cuenca;20.0;9.0;1949.0;;40.071666666;-2.135;;National University of Distance Education,Complutense University of Madrid;;politician,communicator
4267;udo bullmann;Bullmann;Udo;DE;S&D;MALE;DEU;DROI,DEVE,DCAM,DLAT,DACP,DAFR,AFET,INTA,BUDG,DCAR,D-UK,D-BR;Gießen;8.0;6.0;1956.0;;50.583333333;8.666666666;;University of Giessen;;politician
124709;martina dlabajová;Dlabajová;Martina;CZ;Renew;FEMALE;CZE;ITRE,DACP,DAFR,BUDG,D-ZA;Zlín;26.0;7.0;1976.0;;49.233055555;17.666944444;;University of Padua;phd;politician,official,manager
197582;gianna gancia;Gancia;Gianna;IT;ID;FEMALE;ITA;ENVI,DSCA,ECON,ITRE,PETI,FISC,D-US,DACP,DAFR;Bra;31.0;12.0;1972.0;;44.7;7.85;;;;businessperson,politician
96775;lara comi;Comi;Lara;IT;PPE;FEMALE;ITA;IMCO,D-US,ITRE,AGRI,DMER,DLAT;Garbagnate Milanese;18.0;2.0;1983.0;;45.57713;9.0814;;Bocconi University,Università Cattolica del Sacro Cuore;;politician
132366;pirkko ruohonen-lerner;Ruohonen-Lerner;Pirkko;FI;ECR;FEMALE;FIN;EMPL,DKOR,CONT;Hyvinkää;6.0;2.0;1957.0;;60.630555555;24.859722222;;University of Helsinki;;journalist,politician
197794;chiara gemma;Gemma;Chiara;IT;ECR;FEMALE;ITA;EMPL,D-MX,DLAT,CULT;Brindisi;20.0;9.0;1968.0;;;;;;;
197798;lucia vuolo;Vuolo;Lucia;IT;PPE;FEMALE;ITA;TRAN,PECH,DMED;Pagani;15.0;2.0;1963.0;;40.741666666;14.616666666;;;;politician
197683;gilbert collard;Collard;Gilbert;FR;NI;MALE;FRA;TRAN,ENVI;Marseille;3.0;2.0;1948.0;;43.296666666;5.376388888;;Panthéon-Assas University,Aix-Marseille University;;lawyer,politician,writer
204400;adrián vázquez lázara;Vázquez Lázara;Adrián;ES;Renew;MALE;ESP;JURI,D-CN,AGRI,DSEE;Madrid;5.0;5.0;1982.0;;40.416944444;-3.703333333;;Lindenwood University,Complutense University of Madrid,University of Warwick;;manager,professor,lawyer,researcher,consultant,politician
96801;tomasz piotr poręba;Poręba;Tomasz Piotr;PL;ECR;MALE;POL;DASE,TRAN,CULT,D-TR,D-CL,DLAT,DACP,DCAB;Grybów;31.0;3.0;1973.0;;49.624444444;20.948333333;;Pedagogical University of Kraków;phd;politician,official,athlete
237779;carina ohlsson;Ohlsson;Carina;SE;S&D;FEMALE;SWE;FEMM,DMED,AFET,EMPL,LIBE,D-US;Råda Lidköping;14.0;6.0;1957.0;;58.496333333;13.092194444;;;;politician
4289;angelika niebler;Niebler;Angelika;DE;PPE;FEMALE;DEU;ITRE,D-US,JURI,D-IN,DASE;München;18.0;2.0;1963.0;;48.1375;11.575;;Ludwig Maximilian University of Munich,University of Geneva;phd;politician,lawyer
197532;elżbieta kruk;Kruk;Elżbieta;PL;ECR;FEMALE;POL;REGI,CULT,DACP,DAFR,ITRE,DASE;Lublin;19.0;11.0;1959.0;;51.25;22.566666666;;Faculty of Law and Administration, University of Warsaw,John Paul II Catholic University of Lublin,University of Wisconsin–La Crosse;;politician
197756;vera tax;Tax;Vera;NL;S&D;FEMALE;NLD;TRAN,D-ZA,REGI,FEMM,DSAS;Venlo;8.0;2.0;1972.0;;51.366666666;6.166666666;;;;politician
96698;viktor uspaskich;Uspaskich;Viktor;LT;NI;MALE;LTU;ITRE,DEEA;Vilnius;24.0;7.0;1959.0;;61.753;48.5452;;Kaunas University of Technology;phd;politician,businessperson,researcher,manager
197636;ioan-rareş bogdan;Bogdan;Ioan-Rareş;RO;PPE;MALE;ROU;LIBE,D-US,AFET,ITRE,PETI,DLAT;Ocna Mures;17.0;9.0;1974.0;;;;;;;
197718;nicolás gonzález casares;González Casares;Nicolás;ES;S&D;MALE;ESP;ITRE,SANT,DMED,ENVI,PECH,DMER,DLAT;A CORUNA;20.0;7.0;1972.0;;43.366666666;-8.383333333;Nicolás González Aller;University of Santiago de Compostela;;doctor,politician
28224;markus pieper;Pieper;Markus;DE;PPE;MALE;DEU;CONT,ITRE,D-RU,TRAN,D-CN;Hamelin;15.0;5.0;1963.0;;52.103055555;9.36;;University of Göttingen,Leibniz University Hannover;phd;politician,researcher,manager,professor
23788;adam bielan;Bielan;Adam;PL;ECR;MALE;POL;IMCO,DASE,AFET,DARP;Gdańsk;12.0;9.0;1974.0;;54.3482907;18.6540233;;Q9296487,SGH Warsaw School of Economics;;politician
197581;stéphanie yon-courtin;Yon-Courtin;Stéphanie;FR;Renew;FEMALE;FRA;D-CA,ECON,IMCO,PECH,FISC,D-UK,D-US;Coutances;28.0;3.0;1974.0;;49.045277777;-1.445277777;;University of Bristol;university;researcher,manager,lawyer,politician,consultant
197503;david cormand;Cormand;David;FR;Verts/ALE;MALE;FRA;BUDG,IMCO,DKOR,CULT,PETI,DACP,DAFR;Mont-Saint-Aignan;30.0;11.0;1974.0;;49.4625;1.087222222;;University of Rouen;university;politician
254719;vasco becker-weinberg;BECKER-WEINBERG;VASCO;PT;PPE;MALE;PRT;LIBE,D-BR,DMER,DLAT,INTA,ENVI,IMCO,PECH,D-UK,D-US;Lisboa;21.0;9.0;1979.0;;38.708042;-9.139016;;;;politician
24505;emmanuel maurel;Maurel;Emmanuel;FR;The Left;MALE;FRA;DMAG,INTA,AFET,CULT,JURI,DMED;Epinay sur Seine;10.0;5.0;1973.0;;48.954722222;2.308333333;;Paris-Sorbonne University - Paris IV,Sciences Po;;politician
197516;patryk jaki;Jaki;Patryk;PL;ECR;MALE;POL;DEPA,LIBE,D-MD,ECON,FISC,D-JP;Opole;11.0;5.0;1985.0;;50.672222222;17.925277777;;Faculty of Social Sciences of University of Wrocław;phd;researcher,politician,teacher,manager
197401;karin karlsbro;Karlsbro;Karin;SE;Renew;FEMALE;SWE;D-BY,INTA,ENVI,DEPA,D-UA;Roslags-Bro;23.0;9.0;1970.0;;59.829722222;18.736944444;;London School of Economics and Political Science,Stockholm University;university;politician,manager
204368;christian sagartz;Sagartz;Christian;AT;PPE;MALE;AUT;DROI,DEVE,AFET,D-AL,D-ME,DCAS,DACP,DAFR;;16.0;1.0;1981.0;;;;;;university;politician
197446;milan brglez;Brglez;Milan;SI;S&D;MALE;SVN;EMPL,D-RU,ENVI,SANT,D-CN;Ljubljana;1.0;9.0;1967.0;;46.051388888;14.506111111;;University of Ljubljana;phd;manager,diplomat,professor,lawyer,politician
36392;aldo patriciello;Patriciello;Aldo;IT;ID;MALE;ITA;IMCO,D-US,D-JP,ENVI,ITRE,SANT;Venafro;27.0;9.0;1957.0;;41.483333333;14.05;;;;politician
250918;françois thiollet;Thiollet;François;FR;Verts/ALE;MALE;FRA;DEVE,CONT,SANT,DACP,DAFR,ENVI;Châteaubriant;21.0;10.0;1975.0;;47.716944444;-1.376111111;;;;politician
197538;beata mazurek;Mazurek;Beata;PL;ECR;FEMALE;POL;DLAT,IMCO,D-BR,DMER,TRAN,DACP,DCAB;Ostrów Mazowiecka;19.0;10.0;1967.0;;52.8;21.9;;John Paul II Catholic University of Lublin;;politician
124735;miapetra kumpula-natri;Kumpula-Natri;Miapetra;FI;S&D;FEMALE;FIN;D-US,INTA,ITRE,AFCO,D-JP;Vaasa;19.0;5.0;1972.0;;63.095833333;21.615277777;;;;politician
1992;josé manuel garcía-margallo y marfil;García-Margallo y Marfil;José Manuel;ES;PPE;MALE;ESP;DLAT,ECON,FISC,D-MX,DCAR,INTA,D-TR;Madrid;13.0;8.0;1944.0;;;;;;;
197550;sylwia spurek;Spurek;Sylwia;PL;Verts/ALE;FEMALE;POL;FEMM,LIBE;Skarzysko Kamienna;29.0;1.0;1976.0;;51.116666666;20.883333333;;University of Łódź – Faculty of Law and Administration;phd;lawyer,politician
228604;ilan de basso;De Basso;Ilan;SE;S&D;MALE;SWE;EMPL,DPAP,DEVE,BUDG,D-TR,D-RU,DKOR;Turkey;1.0;10.0;1969.0;;39.0;36.0;;;;politician
232843;jan henrik ovelgönne;OVELGÖNNE;Jan Henrik;DE;Verts/ALE;MALE;DEU;AFET,ECON,IMCO;Volkach;30.0;6.0;1975.0;;;;;;university;politician,journalist,manager
197623;thierry mariani;Mariani;Thierry;FR;ID;MALE;FRA;AFET,INTA,ITRE,DROI,DCAR,D-IN,DCAS,DEPA,DACP,DAFR,D-BY,DSCA,D-IR,DKOR,DMED;Orange;8.0;8.0;1958.0;;44.1375;4.808888888;;Q3152348;;politician
253008;linus glanzelius;Glanzelius;Linus;SE;S&D;MALE;SWE;TRAN,REGI,DEEA,ITRE,D-UK,D-CN;Gothenburg;28.0;12.0;1990.0;;57.7075;11.9675;;;;politician
197587;attila ara-kovács;Ara-Kovács;Attila;HU;S&D;MALE;HUN;AGRI,SEDE,D-RU,AFET,DEEA;Oradea;14.0;1.0;1953.0;;47.072222222;21.921111111;;Babeș-Bolyai University;;journalist,politician
124704;stanislav polčák;Polčák;Stanislav;CZ;PPE;MALE;CZE;ENVI,DMAG,DMED,BUDG,REGI,DCAM,DLAT;Slavičín;21.0;2.0;1980.0;;49.087983788;17.873493344;;Faculty of Law, Charles University in Prague;;teacher,professor,lawyer,politician
197414;loucas fourlas;Fourlas;Loucas;CY;PPE;MALE;CYP;EMPL,D-TR,AFET,CULT,LIBE,DCAM,DLAT;Lemesos;21.0;8.0;1969.0;;;;;;university;journalist
197702;lina gálvez muñoz;Gálvez Muñoz;Lina;ES;S&D;FEMALE;ESP;ITRE,FEMM,D-US,EMPL,DASE;Sevilla;13.0;9.0;1969.0;;37.383333333;-5.983333333;;Lumière University Lyon 2,University of Seville,European University Institute;phd;teacher,writer,professor,columnist,researcher,politician
28399;antonio lópez-istúriz white;López-Istúriz White;Antonio;ES;PPE;MALE;ESP;D-IL,AFET,DARP,DMED,SEDE,D-US;Pamplona;1.0;4.0;1970.0;;42.816666666;-1.65;;CEU San Pablo University;phd;lawyer,politician
197663;dragoş pîslaru;Pîslaru;Dragoş;RO;Renew;MALE;ROU;EMPL,FISC,D-JP,ECON,D-US;București;23.0;3.0;1976.0;;;;;;phd;manager,professor,lawyer,researcher
197585;pierre karleskind;Karleskind;Pierre;FR;Renew;MALE;FRA;PECH,JURI,DAND,DLAT,TRAN,D-MX,D-BR;Melun;19.0;10.0;1979.0;;48.539722222;2.659166666;;École polytechnique;;engineer,politician
197680;aurélia beigneux;Beigneux;Aurélia;FR;ID;FEMALE;FRA;ENVI,SANT,DEPA,DSCA,D-IN;Indre-et-Loire;2.0;6.0;1980.0;;47.25;0.666666666;;;;q63755179,politician
96780;monika hohlmeier;Hohlmeier;Monika;DE;PPE;FEMALE;DEU;CONT,BUDG,D-CN,ECON,DPAL,D-CA;München;2.0;7.0;1962.0;;48.1375;11.575;Franz Josef Strauß,Marianne Strauß;Dante-Gymnasium Munich,FernUniversität in Hagen;university;politician
58789;jan huitema;Huitema;Jan;NL;Renew;MALE;NLD;ENVI,D-US,AGRI,D-BR;Makkinga;5.0;7.0;1984.0;;52.9658;6.0503;;Wageningen University & Research;university;politician,farmer
197740;athanasios konstantinou;Konstantinou;Athanasios;GR;NI;MALE;GRC;ENVI,D-AL,AFET,SANT;Athènes;18.0;7.0;1959.0;;37.984166666;23.728055555;;;;politician,military personnel
197767;eugen jurzyca;Jurzyca;Eugen;SK;ECR;MALE;SVK;IMCO,FISC,DCAS,ECON;Bratislava;8.0;2.0;1958.0;;48.144722222;17.112777777;;Walsh School of Foreign Service,University of Economics in Bratislava;university;researcher,consultant,politician,manager
197863;maria walsh;Walsh;Maria;IE;PPE;FEMALE;IRL;EMPL,CULT,D-US,LIBE,DACP,DAFR;Boston;11.0;6.0;1987.0;;42.360277777;-71.057777777;;Griffith College Dublin;;businessperson,politician
130100;hilde vautmans;Vautmans;Hilde;BE;Renew;FEMALE;BEL;AFET,D-UK,AGRI,LIBE,FEMM,D-JP;Sint-Truiden;2.0;5.0;1972.0;;50.816666666;5.183333333;;;university;politician
197868;samira rafaela;Rafaela;Samira;NL;Renew;FEMALE;NLD;INTA,FEMM,D-CL,DLAT,EMPL,DROI,DCAR,DMER;ZOETERMEER;11.0;2.0;1989.0;;52.061111111;4.493333333;;Bonhoeffercollege,Leiden University;;politician
103381;terry reintke;Reintke;Terry;DE;Verts/ALE;FEMALE;DEU;EMPL,LIBE,FEMM,D-UK;Gelsenkirchen;9.0;5.0;1987.0;;51.516666666;7.1;;Free University Berlin;university;politician
28294;ljudmila novak;Novak;Ljudmila;SI;PPE;FEMALE;SVN;ENVI,D-IL,TRAN,DMED,DACP,DAFR;Maribor;1.0;8.0;1959.0;;46.55;15.633333333;;University of Maribor;;slavist,teacher,manager,politician,esperantist
197667;barbara thaler;Thaler;Barbara;AT;PPE;FEMALE;AUT;TRAN,D-IN,IMCO,DEEA;;;;;;;;;;;
247709;anja haga;Haga;Anja;NL;PPE;FEMALE;NLD;PECH,DROI,DSAS,AFET,DMAS;Drachten;25.0;12.0;1976.0;;53.1;6.1;;;;politician
197589;laurence farreng;Farreng;Laurence;FR;Renew;FEMALE;FRA;CULT,D-IN,REGI,DKOR,DEPA;Nimes;6.0;9.0;1966.0;;43.838333333;4.359722222;;;;consultant,lawyer,politician,manager
197408;hildegard bentele;Bentele;Hildegard;DE;PPE;FEMALE;DEU;DEVE,ENVI,ITRE,D-ME,D-CA,D-TR;Ludwigsburg;22.0;5.0;1976.0;;48.8975;9.191944444;;Free University Berlin;university;politician,diplomat
96646;helmut scholz;Scholz;Helmut;DE;The Left;MALE;DEU;INTA,AFCO,D-MD,D-BY,D-US,DEPA,D-UK,D-CN;Berlin;21.0;6.0;1954.0;;52.516666666;13.383333333;Paul Scholz;Moscow State Institute of International Relations;;trade unionist,politician
197637;vasile blaga;Blaga;Vasile;RO;PPE;MALE;ROU;ITRE,LIBE,DASE;Petrileni;26.0;7.0;1956.0;;46.555448;22.447707;;Politehnica University of Timișoara;university;politician,engineer,official,manager
239260;denis nesci;Nesci;Denis;IT;ECR;MALE;ITA;ECON,REGI;Polistena;25.0;7.0;1981.0;;38.4;16.066666666;;;;politician
197432;jan-christoph oetjen;Oetjen;Jan-Christoph;DE;Renew;MALE;DEU;TRAN,DACP,DAFR,DEVE,LIBE,DROI,DMAS;Rotenburg (Wümme);21.0;2.0;1978.0;;53.111388888;9.410833333;;Leibniz University Hannover;university;politician
197512;benoît biteau;Biteau;Benoît;FR;Verts/ALE;MALE;FRA;AGRI,DACP,DAFR,DEVE,PECH;Royan;7.0;4.0;1967.0;;45.623055555;-1.043055555;;;;researcher,farmer,politician
124834;martin sonneborn;Sonneborn;Martin;DE;NI;MALE;DEU;LIBE,DSCA,DKOR,DEPA,AFCO;Göttingen;15.0;5.0;1965.0;;51.533888888;9.935555555;Engelbert Sonneborn;;phd;manager,writer,journalist,official,politician
124715;györgy hölvényi;Hölvényi;György;HU;PPE;MALE;HUN;DEVE,DROI,DACP,DAFR,DARP,D-IR;Budapest;13.0;6.0;1962.0;;47.498333333;19.040833333;;Eötvös Loránd University;;politician
4560;antonius manders;Manders;Antonius;NL;PPE;MALE;NLD;IMCO,DACP,DPAC,EMPL,JURI,D-CN;Stiphout;14.0;3.0;1956.0;;;;;;;
198329;estrella durá ferrandis;Durá Ferrandis;Estrella;ES;S&D;FEMALE;ESP;EMPL,DACP,DCAB,ENVI,DSAS;Puçol;22.0;9.0;1963.0;;39.616667;-0.301111;;University of Valencia;;researcher,politician
250237;włodzimierz witold karpiński;Karpiński;Włodzimierz Witold;PL;PPE;MALE;POL;IMCO,DACP,DAFR,INTA,DLAT;Puławy;16.0;11.0;1961.0;;;;;;;
199996;isabel carvalhais;Carvalhais;Isabel;PT;S&D;FEMALE;PRT;AGRI,PECH,D-US,REGI,D-CA,DLAT,DACP,DAFR;Negage;28.0;2.0;1973.0;;-7.766666666;15.266666666;;University of Warwick;phd;politician,lawyer,professor
96761;axel voss;Voss;Axel;DE;PPE;MALE;DEU;DANZ,JURI,LIBE,DSAS;Hameln;7.0;4.0;1963.0;;52.103055555;9.36;;Trier University;;politician,lawyer,professor
197780;bart groothuis;Groothuis;Bart;NL;Renew;MALE;NLD;D-IR,ITRE,AFET,SEDE,DNAT;Reutum;1.0;1.0;1981.0;;52.3892;6.8456;;Radboud University Nijmegen;;politician
197483;sylvia limmer;Limmer;Sylvia;DE;ID;FEMALE;DEU;ENVI,SANT,D-IL,D-CN,ITRE,AGRI;Bayreuth;8.0;2.0;1966.0;;49.948055555;11.578333333;;;;doctor,politician
197791;massimiliano smeriglio;Smeriglio;Massimiliano;IT;NI;MALE;ITA;;Roma;8.0;5.0;1966.0;;41.893055555;12.482777777;;Sapienza University of Rome;;politician
197824;giuseppe milazzo;Milazzo;Giuseppe;IT;ECR;MALE;ITA;REGI,DACP,DAFR,LIBE;Palermo;21.0;8.0;1977.0;;38.115658055;13.361261944;;Libera Università Maria SS. Assunta;;politician
124850;emil radev;Radev;Emil;BG;PPE;MALE;BGR;LIBE,PETI,DACP,DAFR,JURI,DKOR,DEPA;Varna;26.0;5.0;1971.0;;43.211375;27.91108;;Varna Free University,University of Economics - Varna;;lawyer,politician
197417;tomislav sokol;Sokol;Tomislav;HR;PPE;MALE;HRV;IMCO,SANT,D-TR,ENVI,REGI,D-ME,DMED;Zagreb;20.0;9.0;1982.0;;45.813055555;15.977222222;;University of Zagreb;;politician
197453;anna deparnay-grunenberg;Deparnay-Grunenberg;Anna;DE;Verts/ALE;FEMALE;DEU;DEEA,TRAN,DMER,ENVI,REGI,AGRI,DLAT;Berlin;5.0;6.0;1976.0;;52.516666666;13.383333333;;;university;politician
96756;sabine verheyen;Verheyen;Sabine;DE;PPE;FEMALE;DEU;CULT,DPAP,DEVE,D-ZA,DACP,DAFR;Aachen;24.0;10.0;1964.0;;50.776207;6.083788;;St. Ursula Gymnasium Aachen,FH Aachen;university;politician
124722;csaba molnár;Molnár;Csaba;HU;S&D;MALE;HUN;ECON,DASE,ITRE,D-US;Csorna;4.0;12.0;1975.0;;47.6167;17.25;;Eötvös Loránd University;university;politician,lawyer,professor
28619;tatjana ždanoka;Ždanoka;Tatjana;LV;NI;FEMALE;LVA;PETI,D-AF,D-IN;Rīga;8.0;5.0;1950.0;;56.9475;24.106944444;;University of Latvia;phd;researcher,teacher,manager,professor,politician
29579;marc tarabella;Tarabella;Marc;BE;NI;MALE;BEL;PECH,CULT,PETI;Ougrée;11.0;3.0;1963.0;;50.5947;5.5361;;University of Liège;university;researcher,politician
197838;juozas olekas;Olekas;Juozas;LT;S&D;MALE;LTU;D-BY,AGRI,DEPA,AFET,SEDE,DNAT,DACP,DPAC;Mazas Ungutas;30.0;10.0;1955.0;;55.72111111;93.76194444;;Vilnius University;;teacher,doctor,professor,politician
5565;brice hortefeux;Hortefeux;Brice;FR;PPE;MALE;FRA;AFCO,DMAG,DMED,TRAN,LIBE;Neuilly-sur-Seine;11.0;5.0;1958.0;;48.887222222;2.2675;;Institut national des études territoriales,Sciences Po,Paris Nanterre University,University of Paris;university;politician,manager
