identifier;name;familyName;givenName;country;group;gender;memberships;born_place;born_day;born_month;born_year;disability;relatives;educated_at;highest_degree;occupation
124852;sergei stanishev;Stanishev;Sergei;BG;S&D;MALE;AFET,D-MK,ECON,D-AL;Kherson;5;5;1966;;Dimitar Stanishev;Goodenough College,MSU Faculty of History;;politician
197720;frances fitzgerald;Fitzgerald;Frances;IE;PPE;FEMALE;ECON,FEMM,D-CN,DEVE,D-US;Croom;1;8;1950;;;London School of Economics and Political Science,University College Dublin;;politician
96891;paolo de castro;De Castro;Paolo;IT;S&D;MALE;INTA,AGRI,D-US,DMAS,DMED,DLAT;S. Pietro Vernotico;2;2;1958;;;University of Bologna;phd;politician,researcher
96734;ska keller;Keller;Ska;DE;Verts/ALE;FEMALE;ENVI,PECH,D-MX;W.-P.-St. Guben;22;11;1981;;;Free University Berlin;university;politician,activist
125004;franc bogovič;Bogovič;Franc;SI;PPE;MALE;D-RS,AGRI,ITRE,REGI,D-CN,DACP,DAFR;Senovo;2;2;1963;;;University of Maribor;university;researcher,politician,entrepreneur,official,manager
247735;laura ballarín cereza;Ballarín Cereza;Laura;ES;S&D;FEMALE;IMCO,DMAG,DMED,DACP,DAFR,ITRE,FEMM,D-US,D-IN;Barcelona;19;7;1984;;;;phd;politician,researcher,manager
197765;peter pollák;Pollák;Peter;SK;PPE;MALE;D-RU,CULT,REGI,LIBE,D-UA,D-IN,DEPA;Levoca;20;4;1973;;;University of Constantine the Philosopher;;politician,researcher
40599;sirpa pietikäinen;Pietikäinen;Sirpa;FI;PPE;FEMALE;ECON,FEMM,DPAL,DMED,BUDG,ENVI,FISC,DPAP;Parikkala;19;4;1959;;;Aalto University School of Business;university;politician,teacher
1892;carlos coelho;Coelho;Carlos;PT;PPE;MALE;CONT,DACP,DAFR,REGI,D-ZA;Lisboa;20;5;1960;;;;;politician
96776;róża thun und hohenstein;Thun und Hohenstein;Róża;PL;Renew;FEMALE;IMCO,DCAS,ENVI,LIBE;Kraków;13;4;1954;;;;university;official,politician,manager
197448;rasmus andresen;Andresen;Rasmus;DE;Verts/ALE;MALE;BUDG,ECON,FISC,D-CA,ITRE,D-US;Essen;20;2;1986;;;FernUniversität in Hagen;;politician
24942;ana miranda;Miranda;Ana;ES;Verts/ALE;FEMALE;PETI,PECH,REGI,DROI,DPAL,D-BR,DAND,DMED,DLAT;Cuntis;2;5;1971;;;;;
197668;vlad-marius botoş;Botoş;Vlad-Marius;RO;Renew;MALE;REGI,D-AL,IMCO,CULT,D-ME;Arad;15;6;1986;;;;;
198176;roman haider;Haider;Roman;AT;ID;MALE;INTA,FISC,DSCA,D-ZA,DEPA,AFET,ECON,TRAN,D-UK,DEEA,D-US,DCAS;Grieskirchen;13;4;1967;;;Johannes Kepler University Linz;;politician
185619;tiemo wölken;Wölken;Tiemo;DE;S&D;MALE;ENVI,JURI,SANT,D-CA,D-AL;Otterndorf;5;12;1985;;;University of Hull,Halepaghen-Schule;university;politician,teacher,lawyer,researcher
23781;janusz lewandowski;Lewandowski;Janusz;PL;PPE;MALE;BUDG,DASE,ECON,ITRE,DAND,DLAT;Lublin;13;6;1951;;;University of Gdańsk;phd;politician,teacher,athlete,researcher
124760;nicolas bay;Bay;Nicolas;FR;ECR;MALE;EMPL,REGI;Saint-Germain-en-Laye;21;12;1977;;;Paris Nanterre University;;politician
28340;patrizia toia;Toia;Patrizia;IT;S&D;FEMALE;ITRE,DEEA,DAND,DEVE,TRAN,DLAT;Pogliano Milanese;17;3;1950;;;University of Milan,Bocconi University;;politician
197504;jérémy decerle;Decerle;Jérémy;FR;Renew;MALE;AGRI,D-BR,INTA,DPAP;Saint-Remy;1;7;1984;;Daniel Decerle;;secondary;politician,trade unionist,farmer
197527;anne-sophie pelletier;Pelletier;Anne-Sophie;FR;The Left;FEMALE;IMCO,D-JP,DASE,TRAN,LIBE,PETI,DANZ;Besançon;5;2;1976;;;;;politician,q2827803
197701;konstantinos arvanitis;ARVANITIS;Konstantinos;GR;The Left;MALE;LIBE,D-RU,EMPL,D-TR,D-IQ;Athens;9;6;1964;;;;;
124713;tomáš zdechovský;Zdechovský;Tomáš;CZ;PPE;MALE;DCAS,AFET,EMPL,D-JP,DSAS,LIBE,DACP,DAFR;Havlíčkův Brod;2;11;1979;;;Masaryk University,University of South Bohemia in České Budějovice,Salesian Pontifical University;university;poet,politician,writer,media,manager
197731;clare daly;Daly;Clare;IE;The Left;FEMALE;D-AF,LIBE,INTA,TRAN,SEDE,D-RU;Dublin;11;4;1968;;;Dublin City University;;propagandist,politician,activist
28229;manfred weber;Weber;Manfred;DE;PPE;MALE;;Niederhatzkofen;14;7;1972;;;Munich University of Applied Sciences;university;politician
197795;mario furore;Furore;Mario;IT;NI;MALE;TRAN,D-CL,DACP,DPAC,PETI;FOGGIA;25;12;1988;;;Libera Università Internazionale degli Studi Sociali Guido Carli;;politician
197626;herve juvin;Juvin;Herve;FR;NI;MALE;BUDG;MALESTROIT;29;1;1956;;;;;
197788;anna bonfrisco;Bonfrisco;Anna;IT;ID;FEMALE;AFET,D-IL,DSAS,DASE,DNAT,SEDE,D-US;Riva del Garda;12;10;1962;;;;;politician,businessperson
190774;geoffroy didier;Didier;Geoffroy;FR;PPE;MALE;JURI,D-US,IMCO,DPAP;Boulogne-Billancourt;12;4;1976;;;Harvard University,ESSEC Business School,Établissement La Rochefoucauld,Sciences Po,Columbia University;university;politician,lawyer
125109;eva kaili;Kaili;Eva;GR;NI;FEMALE;ITRE;Thessaloniki;26;10;1978;;Alexander Kaïlí;Aristotle University of Thessaloniki;phd;architect,politician,media,consultant,official,manager
249284;laurence sailliet;Sailliet;Laurence;FR;PPE;FEMALE;ENVI,PETI,DPAL,D-AF,DSAS,DMED,ECON;Thionville;1;3;1973;;;;;
197539;mikuláš peksa;Peksa;Mikuláš;CZ;Verts/ALE;MALE;ITRE,D-UA,CONT,ECON,FISC;Praha;18;6;1986;;;Gymnázium Christiana Dopplera,Faculty of Mathematics and Physics, Charles University;;politician,researcher
197595;anna júlia donáth;Donáth;Anna Júlia;HU;Renew;FEMALE;LIBE,D-AL,EMPL,D-TR,D-RU;Magyarország;6;4;1987;;;;;
122978;alicia homs ginel;Homs Ginel;Alicia;ES;S&D;FEMALE;EMPL,DCAM,DLAT,ITRE,DMAG;Palma;15;10;1993;;;Autonomous University of Barcelona;university;official,politician
197480;nicolaus fest;Fest;Nicolaus;DE;NI;MALE;;Berlin;1;7;1962;;Joachim Fest;;phd;politician,media,lawyer
254722;teófilo santos;Santos;Teófilo;PT;PPE;MALE;BUDG,AGRI,D-BR,DMER,DLAT,EMPL,DMAG,DMED;Vila Franca (Viana do Castelo);12;2;1951;;;;;politician,lawyer
124973;gerolf annemans;Annemans;Gerolf;BE;ID;MALE;ECON,AFCO,D-US;Antwerpen;8;11;1958;;;University of Antwerp;university;politician,lawyer
254718;anabela rodrigues;RODRIGUES;Anabela;PT;The Left;FEMALE;AFET,ITRE,DROI,SANT,DPAL,DMAS,DMED,ENVI;Lisboa;18;10;1976;;;;;politician
197528;ondřej knotek;Knotek;Ondřej;CZ;Renew;MALE;REGI,D-ME,ENVI,SANT,D-AL;Sušice;31;8;1984;;;University of Chemistry and Technology;;politician,manager
250538;rafał romanowski;Romanowski;Rafał;PL;ECR;MALE;BUDG,D-RU,AGRI,D-UA,DEPA;Ciechanów;15;2;1978;;;Pułtusk Academy of Humanities;;politician
197564;hynek blaško;Blaško;Hynek;CZ;NI;MALE;;Prague;15;7;1955;;;Führungsakademie der Bundeswehr;;military officer,politician,soldier
2054;heidi hautala;Hautala;Heidi;FI;Verts/ALE;FEMALE;INTA,DROI,DASE,DEPA,JURI,D-RU,DSCA;Oulu;14;11;1955;;;University of Helsinki;;politician,media
197530;joanna kopcińska;Kopcińska;Joanna;PL;ECR;FEMALE;SANT,ENVI,D-JP,EMPL,DAND,DLAT;Lodz;2;1;1967;;;Medical Academy of Łódź;;politician,doctor
96668;seán kelly;Kelly;Seán;IE;PPE;MALE;D-UK,ITRE,DASE,INTA,AFCO,D-ZA;Killarney;26;4;1952;;Fionnuala Kenny;St. Brendan's College, Killarney,St Patrick's College,University College Dublin;;politician,athlete
197808;pietro bartolo;Bartolo;Pietro;IT;S&D;MALE;LIBE,BUDG,PECH,DMAS,DACP,DPAC,D-IQ;Lampedusa;10;2;1956;;;University of Catania;;politician,doctor
112744;tonino picula;Picula;Tonino;HR;S&D;MALE;AFET,DSEE,DEPA,ECON,AGRI,D-RS,D-US;Mali Lošinj;31;8;1961;;;Faculty of Humanities and Social Sciences, University of Zagreb;university;official,politician,researcher
2341;michael gahler;Gahler;Michael;DE;PPE;MALE;DACP,DAFR,AFET,D-ZA,TRAN,SEDE,DPAP;Frankfurt/Main;22;4;1960;;;Friedrich-Dessauer-Gymnasium, Frankfurt;university;official,politician,lawyer
197577;gilles boyer;Boyer;Gilles;FR;Renew;MALE;CONT,ECON,FISC,DSEE,AFCO,DEEA;Paris;4;7;1971;;;Paris Nanterre University;;writer,politician
197709;robert roos;Roos;Robert;NL;ECR;MALE;ITRE,D-RU,ENVI;Rotterdam;2;8;1966;;;;;
125064;maria spyraki;Spyraki;Maria;GR;PPE;FEMALE;ENVI,ITRE,REGI,D-MK;Larisa;11;9;1965;;;Aristotle University of Thessaloniki;university;politician,media
72779;nadine morano;Morano;Nadine;FR;PPE;FEMALE;LIBE,DPAP,DEVE,DACP,DCAB;Nancy;6;11;1963;;;University of Lorraine;;politician
197511;salima yenbou;Yenbou;Salima;FR;Renew;FEMALE;AFET,DROI,DMED,CULT,DPAL;Aubervilliers;14;3;1971;;;;;politician
197553;beata szydło;Szydło;Beata;PL;ECR;FEMALE;EMPL,ITRE,D-US,DSCA,DEPA;Oswiecim;15;4;1963;;;SGH Warsaw School of Economics,Jagiellonian University,Krakow University of Economics;;politician,ethnologist
197522;radka maxová;Maxová;Radka;CZ;S&D;FEMALE;FEMM,SANT,D-MD,ENVI,D-CL,DEPA;Pardubice;2;12;1968;;;University of Chemistry and Technology;;politician
197580;isabella tovaglieri;Tovaglieri;Isabella;IT;ID;FEMALE;ITRE,FEMM,D-ZA,IMCO,DMAS;Busto Arsizio;25;6;1987;;;University Carlo Cattaneo;university;politician,lawyer
197776;rob rooken;Rooken;Rob;NL;ECR;MALE;D-CN,ITRE,CULT,LIBE;Groningen;5;10;1969;;;;;politician
197783;andris ameriks;Ameriks;Andris;LV;S&D;MALE;TRAN,DCAS,PETI,ITRE,D-RU;Riga;5;3;1961;;;Riga Technical University,University of Latvia;;politician,researcher
4344;maría soraya rodríguez ramos;Rodríguez Ramos;María Soraya;ES;Renew;FEMALE;DPAP,ENVI,FEMM,DLAT,AFET,DEVE,DROI,DAND,DACP,DAFR;Valladolid;1;12;1963;;;University of Valladolid;;politician,lawyer
197439;damian boeselager;Boeselager;Damian;DE;Verts/ALE;MALE;AFCO,D-CA,BUDG,ECON,ITRE,LIBE,D-US;Frankfurt am Main;8;3;1988;;Georg Freiherr von Boeselager,Huberta Thiel,Albrecht Freiherr von Boeselager;Columbia University,Aloisiuskolleg,University of Bayreuth,Hertie School;university;politician,media,consultant
202073;marc angel;Angel;Marc;LU;S&D;MALE;EMPL,PETI,D-CL,DLAT,ECON,IMCO,D-CN;Luxembourg-Ville;12;3;1963;;;University of Vienna,TU Wien;university;politician,teacher,translator
204334;vincenzo sofo;Sofo;Vincenzo;IT;ECR;MALE;LIBE,D-AF,ENVI,DMED,DACP,DAFR;Milan;18;12;1986;;Yann Le Pen;Università Cattolica del Sacro Cuore;;politician
197632;claudia gamon;Gamon;Claudia;AT;Renew;FEMALE;DEEA,ITRE,ENVI,D-MK;Feldkirch;23;12;1988;;;Vienna University of Economics and Business,Gymnasium Bludenz;university;politician
4746;sergio berlato;Berlato;Sergio;IT;ECR;MALE;ENVI,DMAS,DARP,DMED,INTA,DMAG;Vicenza;27;7;1959;;;;university;politician,manager
197556;ivan david;David;Ivan;CZ;ID;MALE;AGRI,D-CN,DCAS,ENVI,ITRE,D-RU;Prague;24;9;1952;;;Charles University;;politician,doctor
197754;sandra pereira;Pereira;Sandra;PT;The Left;FEMALE;DLAT,EMPL,FEMM,ITRE,AGRI,DMER;Alvoco da Serra;18;3;1977;;;University of Lisbon;;politician,linguist
197779;josé ramón bauzá díaz;Bauzá Díaz;José Ramón;ES;Renew;MALE;TRAN,DARP,AFET,D-US;Madrid;16;11;1970;;;;university;
197820;nicola procaccini;Procaccini;Nicola;IT;ECR;MALE;DSAS,ENVI,AGRI,DEEA;Roma;21;1;1976;;Maria Burani Procaccini;Sapienza University of Rome;university;politician,media,manager
197870;kim van sparrentak;Van Sparrentak;Kim;NL;Verts/ALE;FEMALE;IMCO,DANZ,EMPL;Vlissingen;16;10;1989;;;Wageningen University & Research,University of Amsterdam;;politician
197584;sándor rónai;Rónai;Sándor;HU;S&D;MALE;CONT,ENVI,DNAT,D-TR;Budapest;22;11;1988;;;Eötvös Loránd University;;politician
197611;elena lizzi;Lizzi;Elena;IT;ID;FEMALE;EMPL,AGRI,DMAS,ITRE,REGI,DEEA;San Daniele del Friuli;30;10;1967;;;;;politician
197772;tineke strik;Strik;Tineke;NL;Verts/ALE;FEMALE;AFET,LIBE,D-MK,D-BY,DACP,DAFR,DROI,D-TR,DMAG;Appeltern;28;9;1961;;;Radboud University Nijmegen;;politician,social worker
197773;bert-jan ruissen;Ruissen;Bert-Jan;NL;ECR;MALE;D-IL,AGRI,PECH,DMED,AFET,D-IN;Reimerswaal;22;3;1972;;;Wageningen University & Research;;politician,media,researcher
124770;jean-françois jalkh;Jalkh;Jean-François;FR;ID;MALE;D-CN,CONT;Tournan-en-Brie;23;5;1957;;;Panthéon-Assas University;university;politician,media
236052;patricia chagnon;Chagnon;Patricia;FR;ID;FEMALE;LIBE,DLAT,AFET,D-CL,DASE;Eindhoven;20;11;1963;;;;;politician,interpreter
197505;catherine chabaud;Chabaud;Catherine;FR;Renew;FEMALE;DEVE,DPAL,DMED,ENVI,PECH,DACP,DAFR;Bron;29;11;1962;;;Institut Pratique du Journalisme;;seafarer,politician,media
124726;henna virkkunen;Virkkunen;Henna;FI;PPE;FEMALE;ITRE,TRAN,DARP,DACP,DAFR;Joutsa;4;6;1972;;;University of Jyväskylä;university;politician,teacher,media
28269;jerzy buzek;Buzek;Jerzy;PL;PPE;MALE;ITRE,DNAT,SEDE,D-UA,DEPA;Śmiłowice;3;7;1940;;;Silesian University of Technology;phd;researcher,politician,teacher,trade unionist,engineer
124777;tiziana beghin;Beghin;Tiziana;IT;NI;FEMALE;INTA,D-US,DMED,BUDG,ITRE,DMAG;Genoa;4;2;1971;;;;university;politician,teacher
125065;elissavet vozemberg-vrionidi;Vozemberg-Vrionidi;Elissavet;GR;PPE;FEMALE;FEMM,TRAN,LIBE,D-TR;Athina;14;9;1956;;;;;
112747;romana jerković;Jerković;Romana;HR;S&D;FEMALE;ITRE,D-AL,ENVI,D-RU;Split;28;11;1964;;;University of Rijeka;;politician,doctor
197394;josianne cutajar;Cutajar;Josianne;MT;S&D;FEMALE;DANZ,ITRE,TRAN,REGI,D-CN,DMED;Victoria;27;12;1989;;;University of Malta;;politician
197426;sven simon;Simon;Sven;DE;PPE;MALE;INTA,AFCO,DARP,AFET,ECON,DCAR,D-ZA,DACP,DPAC;Lahn-Wetzlar;9;10;1978;;;University of Giessen;phd;teacher,politician,lawyer,researcher
96747;arnaud danjean;Danjean;Arnaud;FR;PPE;MALE;INTA,SEDE,DCAR,DANZ,AFET,CONT,DASE;Louhans;11;2;1971;;;Sciences Po;phd;official,politician,teacher
124700;yana toom;Toom;Yana;EE;Renew;FEMALE;PETI,LIBE,D-RU,REGI,JURI,D-IQ;Tallinn;15;10;1966;;Margarita Tšernogorova;University of Tartu;university;politician,media
233862;matjaž nemec;Nemec;Matjaž;SI;S&D;MALE;DMAG,AFET,D-RS,LIBE,DACP,DAFR;Šempeter pri Gorici;10;4;1980;;Negovan Nemec,Nelida Nemec;;university;politician
28122;david casa;Casa;David;MT;PPE;MALE;EMPL,D-UK,DARP,ECON,D-TR,DMED;Valletta;16;11;1968;;;;;politician
189065;france jamet;Jamet;France;FR;ID;FEMALE;ECON,PECH,D-UK,D-IN,DMED,INTA,D-ME,DMAG,D-JP,DEPA;Paris;5;2;1961;;Alain Jamet,Marc-Antoine Jamet,Dominique Jamet;;;politician
124785;maria grapini;Grapini;Maria;RO;S&D;FEMALE;IMCO,CONT,LIBE,DEPA,TRAN,D-MD,D-JP;Berești - Galați;7;11;1954;;;Gheorghe Asachi Technical University of Iași;secondary;consultant,politician,manager,engineer
124866;ilhan kyuchyuk;Kyuchyuk;Ilhan;BG;Renew;MALE;D-TR,AFET,TRAN,JURI,DARP;Sevlievo;16;9;1985;;;;university;politician
28346;mercedes bresso;Bresso;Mercedes;IT;S&D;FEMALE;DEVE,D-TR,DMED,AFET,ENVI,AFCO,DROI;Sanremo (IM);12;7;1944;;;University of Turin;;politician,researcher
197586;stefania zambelli;Zambelli;Stefania;IT;PPE;FEMALE;ENVI,DCAS;Salò;6;4;1971;;;;;politician
106936;daniel freund;Freund;Daniel;DE;Verts/ALE;MALE;CONT,AFCO,LIBE,D-ME,DASE;Aachen;14;10;1984;;;Sciences Po,Leipzig University;university;politician,media,manager
197675;sarah wiener;Wiener;Sarah;AT;Verts/ALE;FEMALE;AGRI,DSCA,ENVI,IMCO;Halle;27;8;1962;;Oswald Wiener,Lore Heuermann;;secondary;actor,cook,politician,athlete,entrepreneur,non-fiction writer
101039;paolo borchia;Borchia;Paolo;IT;ID;MALE;ITRE,TRAN,D-TR,D-RS,DLAT;NEGRAR;27;5;1980;;;University of Padua;university;politician
197606;javier zarzalejos;Zarzalejos;Javier;ES;PPE;MALE;JURI,LIBE,D-CA,AFET,D-IN,DLAT;Bilbao;6;6;1960;;José Antonio Zarzalejos Altares;University of Deusto;university;politician,media,lawyer,official,manager
123562;charlie weimers;Weimers;Charlie;SE;ECR;MALE;AFET,D-IQ,LIBE,D-US;HAMMARÖ;12;11;1982;;;;;politician
197711;dolors montserrat;Montserrat;Dolors;ES;PPE;FEMALE;PETI,ENVI,SANT,DMER,D-CN,D-US,DLAT;Barcelona;18;9;1973;;;;phd;lawyer
197641;sara cerdas;Cerdas;Sara;PT;S&D;FEMALE;ENVI,SANT,D-ZA,DLAT,TRAN,DCAM;Funchal;23;3;1989;;;University of Lisbon,Umeå University,Stockholm University;phd;politician,doctor,manager
197792;daniela rondinelli;Rondinelli;Daniela;IT;S&D;FEMALE;EMPL,AGRI,D-US,DLAT;Roma;19;8;1967;;;Libera Università Internazionale degli Studi Sociali Guido Carli;university;politician,teacher,lawyer
185771;tom vandendriessche;Vandendriessche;Tom;BE;ID;MALE;LIBE,DASE,IMCO,DCAR,D-JP,D-ZA;Leuven;27;10;1978;;;Ghent University;;politician
132191;gunnar beck;Beck;Gunnar;DE;NI;MALE;;Düsseldorf;1;5;1965;;;Nuffield College;;politician,lawyer,researcher
209896;colm markey;Markey;Colm;IE;PPE;MALE;AGRI,DEEA,TRAN,PECH,D-UK,DMER;Drogheda;3;1;1972;;;;;politician
251249;esther sanz selva;Sanz Selva;Esther;ES;The Left;FEMALE;PETI,DCAM,DLAT;Valencia;2;7;1985;;;;;politician
197464;hannah neumann;Neumann;Hannah;DE;Verts/ALE;FEMALE;DARP,DROI,SEDE,D-IR,AFET,D-IQ;Speyer;3;4;1984;;;Free University Berlin;phd;consultant,politician,teacher,manager
124862;ulrike müller;Müller;Ulrike;DE;Renew;FEMALE;DANZ,AGRI,PETI,DSAS,ENVI,D-UK,DACP,DPAC;Augsburg;7;12;1962;;;;university;politician,farmer
197543;bernard guetta;Guetta;Bernard;FR;Renew;MALE;DROI,AFET,D-RU,DMAS,DMED;Boulogne-Billancourt;28;1;1951;;David Guetta;Centre de formation des journalistes;;writer,politician,media
2323;rainer wieland;Wieland;Rainer;DE;PPE;MALE;BUDG,AFCO,DACP,DPAC,PETI,DSEE;Stuttgart - Bad Cannstatt;19;2;1957;;;University of Paris;;politician,lawyer
197475;christine anderson;Anderson;Christine;DE;NI;FEMALE;;Eschwege;29;7;1968;;;;;politician
197818;billy kelleher;Kelleher;Billy;IE;Renew;MALE;D-US,ECON,FISC,ENVI,SANT,DACP,DCAB;Cork;20;1;1968;;;Cork Institute of Technology;;politician,farmer
197804;dino giarrusso;Giarrusso;Dino;IT;NI;MALE;AGRI,D-BR,INTA,D-TR;Catania;11;9;1974;;;University of Siena;;actor,screenwriter,politician,television personality
197849;andrey slabakov;Slabakov;Andrey;BG;ECR;MALE;CULT,D-AL,ENVI,PETI,D-TR;Sofia;13;8;1960;;;;;
118949;ondřej kovařík;Kovařík;Ondřej;CZ;Renew;MALE;ECON,D-CA,TRAN,LIBE,FISC,D-UK,DEEA;KYJOV;21;8;1980;;;École nationale d'administration,Prague University of Economics and Business;;politician,chinovnik
197742;isabel garcía muñoz;García Muñoz;Isabel;ES;S&D;FEMALE;CONT,TRAN,DMAS,D-JP,REGI,DEEA;Zaragoza;3;3;1977;;;University of Zaragoza;university;politician,manager,engineer
96830;enikő győri;Győri;Enikő;HU;NI;FEMALE;ECON,DAND,INTA,DCAM,DLAT;Budapest;17;7;1968;;;Corvinus University of Budapest;phd;teacher,politician,manager
197496;marek belka;Belka;Marek;PL;S&D;MALE;ECON,FISC,D-US,INTA,DCAM;Łódź;9;1;1952;;;Columbia University,IV Liceum Ogólnokształcące in Łódź,London School of Economics and Political Science,University of Łódź;phd;politician,banker,researcher
88715;josé gusmão;Gusmão;José;PT;The Left;MALE;ECON,FISC,D-US,EMPL,LIBE,D-CL,DLAT;Lisboa;20;7;1976;;;Lisbon School of Economics and Management;;politician,researcher
197697;aurore lalucq;Lalucq;Aurore;FR;S&D;FEMALE;ECON,FISC,D-US,EMPL;Longjumeau;17;4;1979;;;University of Paris 1 Pantheon-Sorbonne,Paris Dauphine University;;politician,researcher
125025;marcel de graaff;de Graaff;Marcel;NL;NI;MALE;PETI;Rotterdam;7;4;1962;;;Radboud University Nijmegen;;teacher,politician,conspiracy theorist
212855;alin mituța;Mituța;Alin;RO;Renew;MALE;CONT,REGI,D-MD,EMPL,ITRE,AGRI,AFCO,DEPA;Novaci;24;5;1984;;;Sciences Po;university;official,politician,lawyer,manager
197763;milan uhrík;Uhrík;Milan;SK;NI;MALE;LIBE,D-TR,AFET,D-RU;Nové Zámky;21;12;1984;;;Slovak University of Technology in Bratislava;;politician
197647;dan-ştefan motreanu;Motreanu;Dan-Ştefan;RO;PPE;MALE;REGI,D-CL,DLAT,ENVI,AGRI,D-JP;Orastie;11;9;1970;;;;university;teacher,politician,media,manager
96885;dominique riquet;Riquet;Dominique;FR;Renew;MALE;TRAN,D-JP,ITRE,DANZ;Valenciennes;18;9;1946;;;Lille University of Health and Law;phd;politician,doctor,manager
202352;antoni comín i oliveres;Comín i Oliveres;Antoni;ES;NI;MALE;DEVE,DANZ,ENVI,PETI,SANT,DAND,DACP,DAFR;Barcelona;7;3;1971;;;;;teacher
129073;urmas paet;Paet;Urmas;EE;Renew;MALE;AFET,SEDE,D-CL,DASE,DLAT,INTA,D-JP;Tallinn;20;4;1974;;;University of Oslo,University of Tartu;university;official,politician,media
96932;birgit sippel;Sippel;Birgit;DE;S&D;FEMALE;LIBE,DMAS,EMPL,DMAG;Bochum;29;1;1960;;;;;politician
197771;vladimír bilčík;Bilčík;Vladimír;SK;PPE;MALE;D-ME,LIBE,D-MK,AFET,AFCO,D-MD,DEPA;Bratislava;27;5;1975;;;University of Oxford;phd;politician,teacher,researcher,manager
96752;martin häusling;Häusling;Martin;DE;Verts/ALE;MALE;AGRI,D-CL,ENVI,DMER,DLAT,DACP,DPAC;Bad Wildungen;26;3;1961;;;;university;politician,manager
237224;joão albuquerque;Albuquerque;João;PT;S&D;MALE;D-BR,EMPL,PECH,D-RU,ENVI,CULT,PETI,DMER,DLAT;Barreiro;25;12;1986;;;;;consultant,politician
197458;benoît lutgen;Lutgen;Benoît;BE;PPE;MALE;TRAN,D-US,AGRI,DMAS,DMED;Bastogne;10;3;1970;;Guy Lutgen;;;politician
197423;nico semsrott;Semsrott;Nico;DE;Verts/ALE;MALE;CONT,D-IN,D-JP;Hamburg;11;3;1986;;;;;politician
197766;lucia ďuriš nicholsonová;Ďuriš Nicholsonová;Lucia;SK;Renew;FEMALE;EMPL,LIBE,DACP,DCAB,CULT;Bratislava;28;11;1976;;;Spojená škola (Bratislava, Metodova 2);;politician,media
37312;christel schaldemose;Schaldemose;Christel;DK;S&D;FEMALE;D-JP,IMCO,ENVI,DEEA;Odense;4;8;1967;;;University of Southern Denmark;;politician,researcher
197461;katrin langensiepen;Langensiepen;Katrin;DE;Verts/ALE;FEMALE;EMPL,DMAS,AFET,IMCO;Langenhagen;10;10;1979;True;;;;politician
197743;petros kokkalis;Kokkalis;Petros;GR;Verts/ALE;MALE;ENVI,FISC,D-IN,TRAN,D-CN;Athens;26;2;1970;;Sokratis Kokkalis;Hampshire College,John F. Kennedy School of Government;;politician,businessperson
124856;ignazio corrao;Corrao;Ignazio;IT;Verts/ALE;MALE;ITRE,DACP,DPAC,TRAN,DLAT;Roma;14;1;1984;;;University of Palermo;university;official,politician,lawyer,manager
230085;camilla laureti;Laureti;Camilla;IT;S&D;FEMALE;BUDG,AGRI,D-CA,REGI,D-MD,DEPA;Roma;20;5;1975;;;Sapienza University of Rome;university;politician,media
202112;gheorghe-vlad nistor;Nistor;Gheorghe-Vlad;RO;PPE;MALE;AFET,SEDE,D-MD,D-IN,DEPA,DROI,DSCA,D-US,DACP,DCAB;București;25;7;1954;;;;phd;researcher,politician,teacher,official,manager
197800;eero heinäluoma;Heinäluoma;Eero;FI;S&D;MALE;BUDG,ECON,D-UK,D-RU,SEDE,D-TR;Kokkola;4;7;1955;;;;;politician
197571;nikolaj villumsen;Villumsen;Nikolaj;DK;The Left;MALE;EMPL,ENVI,D-UA,AFCO,D-TR,DPAL,DMAS,DMED;Aarhus;28;2;1983;;;University of Copenhagen,Risskov Gymnasium;;politician
204418;nora mebarek;Mebarek;Nora;FR;S&D;FEMALE;REGI,ITRE,TRAN,PECH,DCAR;Port-Saint-Louis-du-Rhône;22;7;1972;;;;;politician
197513;tomasz frankowski;Frankowski;Tomasz;PL;PPE;MALE;CULT,D-BY,DEPA,TRAN;Białystok;16;8;1974;;;;university;politician,athlete
197410;stefan berger;Berger;Stefan;DE;PPE;MALE;ECON,D-JP,EMPL,ENVI,FISC,D-IL;Mönchengladbach;15;9;1969;;;Johannes Gutenberg University Mainz;;politician
192635;danilo oscar lancini;Lancini;Danilo Oscar;IT;ID;MALE;INTA,DMER,ENVI,DASE;Rovato (BS);15;10;1965;;;;;politician
125063;georgios kyrtsos;Kyrtsos;Georgios;GR;Renew;MALE;ECON,AFET,D-UK,D-RU,DLAT;Athina;4;6;1952;;;;phd;media,manager
96787;herbert dorfmann;Dorfmann;Herbert;IT;PPE;MALE;DLAT,AGRI,FISC,DAND,DASE,BUDG,ECON,REGI;Brixen;4;3;1969;;;Università Cattolica del Sacro Cuore;;politician
197443;andreas glück;Glück;Andreas;DE;Renew;MALE;ENVI,SANT,D-ZA,ITRE,D-CA;Münsingen (Württemberg);8;3;1975;;;University of Tübingen;university;politician,doctor
28288;jan olbrycht;Olbrycht;Jan;PL;PPE;MALE;CONT,D-CA,BUDG,REGI,D-MK;Rybnik;21;9;1952;;;Jagiellonian University;university;teacher,politician,researcher,manager
197721;césar luena;Luena;César;ES;S&D;MALE;ENVI,DKOR,DPAL,TRAN,D-US,DLAT;Logrono;29;10;1980;;;;phd;researcher
239255;matteo gazzini;Gazzini;Matteo;IT;PPE;MALE;DLAT,ENVI,TRAN,DPAL;Bolzano;9;7;1985;;;;;politician
