identifier;name;familyName;givenName;country;group;gender;memberships;born_place;born_day;born_month;born_year;disability;relatives;educated_at;highest_degree;occupation
96811;rosa estaràs ferragut;Estaràs Ferragut;Rosa;ES;PPE;FEMALE;EMPL,FEMM,DACP,DCAB,DEVE,PETI,D-MX,D-CA,DLAT;Valldemossa;21;10;1965;;;University of the Balearic Islands;university;official,politician,lawyer,manager
197629;maxette pirbakas;Pirbakas;Maxette;FR;NI;FEMALE;REGI,EMPL,D-IN;Pointe-à-Pitre;14;4;1975;;;;;politician,farmer
197413;karlo ressler;Ressler;Karlo;HR;PPE;MALE;BUDG,LIBE,D-CN,D-AL;Zagreb;26;12;1989;;;Faculty of Law of the University of Zagreb;;politician
197677;günther sidl;Sidl;Günther;AT;S&D;MALE;ENVI,DCAS,ITRE,SANT,D-RU,DMED;St. Pölten;19;3;1975;;;University of Vienna;;politician
96868;karima delli;Delli;Karima;FR;Verts/ALE;FEMALE;TRAN,D-CN,ECON;Roubaix;4;3;1979;;;Sciences Po Lille;;politician
124828;fulvio martusciello;Martusciello;Fulvio;IT;PPE;MALE;ITRE,ECON,ENVI,FISC,D-ME,DARP,DSAS,DMED,DACP,DAFR;Napoli;25;5;1968;;;University of Naples Federico II;;official,politician,lawyer
197781;malik azmani;Azmani;Malik;NL;Renew;MALE;LIBE,DMAG,DMED,AFET;Heerenveen;20;1;1976;;;University of Groningen;university;politician,manager
204336;miriam lexmann;Lexmann;Miriam;SK;PPE;FEMALE;AFET,EMPL,D-BY,DEPA,SEDE;Bratislava;2;12;1972;;;Comenius University;;politician
124831;isabella adinolfi;Adinolfi;Isabella;IT;PPE;FEMALE;FEMM,D-US,CULT,DANZ;Nocera Inferiore;27;3;1978;;;Suor Orsola Benincasa University of Naples;university;teacher,politician
197590;giuliano pisapia;Pisapia;Giuliano;IT;S&D;MALE;AFCO,DPAL,AFET,LIBE,DROI,DASE,DMED;Milano;20;5;1949;;Gian Domenico Pisapia;University of Milan;university;teacher,politician,writer,media,lawyer,manager
197782;mohammed chahim;Chahim;Mohammed;NL;S&D;MALE;ENVI,D-IN,ITRE,DARP;Fes;18;4;1985;;;;;politician
197842;elena yoncheva;Yoncheva;Elena;BG;NI;FEMALE;;Sofia;27;5;1964;;;Moscow State University;;politician,media
131507;miguel urbán crespo;Urbán Crespo;Miguel;ES;The Left;MALE;DEVE,DROI,DMER,DLAT,LIBE,D-BR;Madrid;26;3;1980;;;;;politician,activist
197588;katalin cseh;Cseh;Katalin;HU;Renew;FEMALE;AFET,BUDG,DROI,D-US,CONT,REGI,D-MK;Montréal;29;6;1988;;;Semmelweis University,Erasmus University Rotterdam,Toldy Ferenc Gimnázium,Eötvös Loránd University;;politician,doctor,researcher
197444;svenja hahn;Hahn;Svenja;DE;Renew;FEMALE;IMCO,DASE,INTA,DANZ;Hamburg;25;7;1989;;;Humboldt University of Berlin,University of Giessen;university;politician,media,manager
97968;andrey kovatchev;Kovatchev;Andrey;BG;PPE;MALE;IMCO,DACP,DAFR,AFET,INTA,DROI,DASE;Sofia;13;12;1967;;;Saarland University;;politician
197665;dragoş tudorache;Tudorache;Dragoş;RO;Renew;MALE;AFET,DSEE,D-US,LIBE,SEDE,D-CN;Bârlad;14;1;1975;;;;;
124781;alfred sant;Sant;Alfred;MT;S&D;MALE;ECON,PETI,D-US,BUDG,FISC,D-UK,D-JP;Sliema;28;2;1948;;;Harvard University,École nationale d'administration,Questrom School of Business,Harvard Business School,Boston University;university;writer,official,politician,media
204335;alviina alametsä;Alametsä;Alviina;FI;Verts/ALE;FEMALE;AFET,PETI,SEDE,D-US,D-IN,DPAP;;29;9;1992;;;University of Helsinki,Jokela High School;university;consultant,politician,manager
187917;marc botenga;Botenga;Marc;BE;The Left;MALE;ITRE,DACP,DAFR,AFET,EMPL,DPAL;Bruxelles;29;12;1980;;;IMT School for Advanced Studies Lucca;;politician
124861;caterina chinnici;Chinnici;Caterina;IT;PPE;FEMALE;CONT,D-CL,D-IN,JURI,DSAS;Palermo;5;11;1954;;Rocco Chinnici;University of Palermo;university;official,politician,lawyer,manager
197698;pierre larrouturou;Larrouturou;Pierre;FR;S&D;MALE;BUDG,D-IL,DPAL,EMPL;Périgueux;19;10;1964;;;Sciences Po,Institut National Agronomique Paris-Grignon;;consultant,politician
197491;marina kaljurand;Kaljurand;Marina;EE;S&D;FEMALE;DSCA,LIBE,DEPA,ITRE,FEMM,D-US;Tallinn;6;9;1962;;;University of Tartu,Tufts University,The Fletcher School of Law and Diplomacy;university;teacher,politician,athlete,media,lawyer,official,manager
124821;nicola danti;Danti;Nicola;IT;Renew;MALE;ITRE,DMER,DLAT,TRAN,D-CN,DASE;Pelago (FI);6;9;1966;;;University of Florence;university;official,politician
197392;evin incir;Incir;Evin;SE;S&D;FEMALE;DPAL,LIBE,D-TR,D-IR,AFET;Diyarbakir;15;6;1984;;;;;politician
1917;markus ferber;Ferber;Markus;DE;PPE;MALE;FISC,ECON,DAND,DKOR,DLAT,TRAN,D-CL;Augsburg;15;1;1965;;;Technical University of Munich;university;politician,engineer
202351;carles puigdemont i casamajó;Puigdemont i Casamajó;Carles;ES;NI;MALE;INTA,D-ME,DPAP,LIBE;Amer;29;12;1962;;Xavier Puigdemont Oliveras,Núria Casamajó;;university;politician,media,activist,manager
192634;giuseppe ferrandino;Ferrandino;Giuseppe;IT;Renew;MALE;ECON,ENVI,TRAN,PECH,DLAT;Ischia (NA);21;3;1963;;;University of Naples Federico II;;politician
96833;jens geier;Geier;Jens;DE;S&D;MALE;ITRE,D-JP,BUDG,D-US;Frankfurt;22;6;1961;;;Ruhr University Bochum,Helmholtz-Gymnasium (Essen, Germany);university;researcher,politician,media,consultant,official,manager
28617;inese vaidere;Vaidere;Inese;LV;PPE;FEMALE;DACP,DPAC,ECON,ENVI,DCAR,DASE;Jelgavā;3;9;1952;;;University of Latvia;phd;researcher,politician,teacher,official,manager
28298;iratxe garcía pérez;García Pérez;Iratxe;ES;S&D;FEMALE;ENVI;Baracaldo;7;10;1974;;;;university;
124875;anders primdahl vistisen;Vistisen;Anders Primdahl;DK;ID;MALE;AFET,ENVI,LIBE,D-US,EMPL,DANZ;Viborg;12;11;1987;;;Aarhus University;university;politician,lobbyist,manager
125012;daniel buda;Buda;Daniel;RO;PPE;MALE;AGRI,DMER,DLAT,REGI,JURI;Com. Românași;11;1;1970;;;;;politician,lawyer
23768;bogusław liberadzki;Liberadzki;Bogusław;PL;S&D;MALE;TRAN,D-US,CONT,D-IL;Sochaczew;12;9;1948;;;SGH Warsaw School of Economics;phd;official,politician,teacher,researcher
125067;theodoros zagorakis;Zagorakis;Theodoros;GR;S&D;MALE;;Kavala;27;10;1971;;;;;politician,athlete
197494;nathalie loiseau;Loiseau;Nathalie;FR;Renew;FEMALE;SEDE,D-UK,DNAT,AFET,DMAG,LIBE,D-CN;Neuilly-sur-Seine;1;6;1964;;;Lycée Carnot,Sciences Po,Institut national des langues et civilisations orientales;;official,politician,manager
197519;beata kempa;Kempa;Beata;PL;ECR;FEMALE;DEVE,DACP,DAFR,LIBE,DMAS,DMED;Syców;11;2;1966;;;University of Wrocław;;politician
33982;marian-jean marinescu;Marinescu;Marian-Jean;RO;PPE;MALE;ENVI,DACP,DCAB,TRAN,CONT,ITRE,DASE;Râmnicu Vâlcea;11;8;1952;;;Politehnica University of Bucharest;university;politician,manager,engineer
28150;kinga gál;Gál;Kinga;HU;NI;FEMALE;AFET,D-CN,DACP,DPAC;Cluj-Napoca;6;9;1970;;;Eötvös Loránd University;phd;official,politician,lawyer
197472;filip de man;De Man;Filip;BE;ID;MALE;DROI,D-RU,AFET,SEDE;Roeselare;11;11;1955;;Jos De Man;;;politician,media
190464;thomas waitz;Waitz;Thomas;AT;Verts/ALE;MALE;AFET,D-AL,D-ME,AGRI,SEDE,DSEE;Vienna;16;5;1973;;;;;politician,farmer
197621;juan ignacio zoido álvarez;Zoido Álvarez;Juan Ignacio;ES;PPE;MALE;INTA,AGRI,JURI,DPAL,DMAG,DCAM,DMED,DLAT,CONT,LIBE,DARP;Montellano - Sevilla;21;1;1957;;;;university;
197653;claudiu manda;Manda;Claudiu;RO;S&D;MALE;AFET,SEDE,DARP,INTA,BUDG,D-MX;Craiova;20;12;1975;;;;phd;politician,manager
125020;paul tang;Tang;Paul;NL;S&D;MALE;FISC,ECON,D-US,LIBE;Haarlem;23;4;1967;;;University of Amsterdam;phd;researcher,politician,consultant,official,manager
209140;vlad gheorghe;Gheorghe;Vlad;RO;Renew;MALE;BUDG,PETI,D-RS,TRAN,D-AL;București;22;2;1985;;;;university;politician,lawyer
197806;annalisa tardino;Tardino;Annalisa;IT;ID;FEMALE;LIBE,D-CA,ENVI,TRAN,PECH,SANT,DLAT;Licata;30;4;1979;;;University of Palermo;phd;politician,lawyer,researcher,engineer
86793;anna cavazzini;Cavazzini;Anna;DE;Verts/ALE;FEMALE;IMCO,D-BR,D-UK,DLAT,INTA,DCAM;Schlüchtern;12;12;1982;;;Humboldt University of Berlin,Free University Berlin;university;official,politician,teacher
197523;łukasz kohut;Kohut;Łukasz;PL;S&D;MALE;ITRE,LIBE,D-RS,DEEA,CULT,DASE;Katowice;10;9;1982;;;University of Silesia in Katowice;;politician,photographer
197652;angelika winzig;Winzig;Angelika;AT;PPE;FEMALE;BUDG,CONT,D-TR,INTA,ITRE,FEMM,D-CN;Attnang-Puchheim;9;5;1963;;;Vienna University of Economics and Business;phd;politician,manager
124705;istván ujhelyi;Ujhelyi;István;HU;S&D;MALE;TRAN,ENVI,SANT,D-CN;Berettyóújfalu;28;2;1975;;;University of Szeged;university;politician
197557;christophe grudler;Grudler;Christophe;FR;Renew;MALE;ITRE,DEEA,AFET,SEDE,D-TR,DCAS;BELFORT;9;4;1965;;;University of Strasbourg;;politician,media
197829;jorge buxadé villalba;Buxadé Villalba;Jorge;ES;ECR;MALE;LIBE,DMAG,DMED,CONT,JURI,AFCO;BARCELONA;16;6;1975;;;Abat Oliba CEU University;university;teacher,politician,lawyer
197540;leszek miller;Miller;Leszek;PL;S&D;MALE;IMCO,D-UA,EMPL,D-BY;Żyrardów;3;7;1946;;Monika Miller;Wyższa Szkoła Nauk Społecznych;;politician,worker,researcher
124714;andor deli;Deli;Andor;HU;NI;MALE;BUDG,D-RS,TRAN,D-ME;Óbecse (Szerbia);2;5;1977;;;University of Novi Sad;university;politician,lawyer,manager
98341;eva maydell;Maydell;Eva;BG;PPE;FEMALE;D-JP,ITRE,ECON,D-US;Sofia;26;1;1986;;;John Cabot University;;politician
197478;lars patrick berg;Berg;Lars Patrick;DE;ECR;MALE;IMCO,D-IN,AFET,D-AF;Frankfurt/Main;22;1;1966;;;;university;politician
197658;adrian-dragoş benea;Benea;Adrian-Dragoş;RO;S&D;MALE;REGI,D-MD,PETI,D-UA;Bacău;18;12;1975;;;;university;
197631;dacian cioloş;Cioloş;Dacian;RO;Renew;MALE;AGRI,DEPA,AFET,ENVI,D-MD,D-ZA;Zalău;27;7;1969;;;;university;consultant,manager
96991;eider gardiazabal rubial;Gardiazabal Rubial;Eider;ES;S&D;FEMALE;BUDG,D-RU,CONT,ECON,DANZ;Bilbao;12;7;1975;;;;;
197841;liudas mažylis;Mažylis;Liudas;LT;PPE;MALE;ENVI,D-BY,DEPA,INTA,DEEA;Kaunas;19;5;1954;;;Vilnius University;;politician,media,researcher
239258;maria angela danzì;Danzì;Maria Angela;IT;NI;FEMALE;ENVI,SANT,BUDG,REGI,PETI;LIBRIZZI;5;7;1957;;;University of Messina;university;politician,manager
182995;annika bruna;Bruna;Annika;FR;ID;FEMALE;LIBE,FEMM,D-BY,D-US,D-CA;Versailles;26;11;1956;;;;;politician
197501;joachim stanisław brudziński;Brudziński;Joachim Stanisław;PL;ECR;MALE;CONT,LIBE,D-TR,D-BR,DMER,DLAT;Świerklaniec;4;2;1968;;;;;
251874;niels geuking;Geuking;Niels;DE;PPE;MALE;EMPL,D-UA,DEPA;Coesfeld;17;11;1992;;Helmut Geuking;;;politician
197799;valentino grant;Grant;Valentino;IT;ID;MALE;BUDG,ECON,D-JP,DEVE,PECH,DACP,DPAC;Rome;21;4;1964;;;;;politician
197837;stasys jakeliūnas;Jakeliūnas;Stasys;LT;Verts/ALE;MALE;ECON,D-US,DEEA,DCAS;Karaganda;2;10;1958;;;Vilnius University;;politician,researcher
197694;raphaël glucksmann;Glucksmann;Raphaël;FR;S&D;MALE;DROI,AFET,INTA,SEDE,D-MD,DMED,DEPA;Boulogne-Billancourt;15;10;1979;;André Glucksmann,Françoise Villette;Lycée Henri-IV,Sciences Po,Lycée Lamartine;;researcher,politician,documentalist,media,non-fiction writer
197427;marlene mortler;Mortler;Marlene;DE;PPE;FEMALE;D-ZA,AGRI,DEVE,ENVI,D-AL;Lauf;16;10;1955;;;;;politician,farmer
197567;karen melchior;Melchior;Karen;DK;Renew;FEMALE;JURI,FEMM,DSCA,DEPA,IMCO,DASE;Gentofte;15;10;1980;;;University of Copenhagen;;official,politician
197679;isabel benjumea benjumea;Benjumea Benjumea;Isabel;ES;PPE;FEMALE;REGI,ECON,DEPA,CULT,PETI,FISC,D-JP,DLAT;Madrid;5;9;1982;;;;university;consultant,teacher,manager
124934;monika vana;Vana;Monika;AT;Verts/ALE;FEMALE;REGI,BUDG,FEMM,D-US,DANZ;Vienna;14;9;1969;;;University of Vienna,TU Wien;phd;official,politician,teacher,manager
197550;sylwia spurek;Spurek;Sylwia;PL;NI;FEMALE;;Skarzysko Kamienna;29;1;1976;;;University of Łódź – Faculty of Law and Administration;phd;politician,lawyer
125005;javier nart;Nart;Javier;ES;Renew;MALE;DCAM,AFET,SEDE,DLAT,DACP,DPAC,D-RU,DMAG;Laredo;19;8;1947;;;University of Barcelona;;politician,writer,media,lawyer
197650;isabel santos;Santos;Isabel;PT;S&D;FEMALE;DMAS,AFET,LIBE,DROI,DLAT,DAND,DMED;Gondomar;12;2;1968;;;;;politician
209091;cyrus engerer;Engerer;Cyrus;MT;S&D;MALE;ENVI,DKOR,LIBE,AFCO,DMAS;Pietà;28;9;1981;;;College of Europe;university;politician,manager
197638;margarida marques;Marques;Margarida;PT;S&D;FEMALE;BUDG,INTA,D-CN,DMED,ECON,DMAG;Bombarral;3;2;1954;;;NOVA University Lisbon,University of Lisbon;university;official,teacher,politician,manager
198096;mazaly aguilar;Aguilar;Mazaly;ES;ECR;FEMALE;AGRI,INTA,SEDE,D-US,DNAT;Cuenca;20;9;1949;;;Complutense University of Madrid,National University of Distance Education;;politician,communicator
4267;udo bullmann;Bullmann;Udo;DE;S&D;MALE;DROI,DEVE,DCAM,DLAT,DACP,DAFR,AFET,INTA,BUDG,DCAR,D-UK,D-BR;Gießen;8;6;1956;;;University of Giessen;;politician
124709;martina dlabajová;Dlabajová;Martina;CZ;Renew;FEMALE;ITRE,DACP,DAFR,BUDG,D-ZA;Zlín;26;7;1976;;;University of Padua;phd;official,politician,manager
197582;gianna gancia;Gancia;Gianna;IT;ID;FEMALE;ENVI,DSCA,ECON,ITRE,PETI,FISC,D-US,DACP,DAFR;Bra;31;12;1972;;;;;politician,businessperson
96775;lara comi;Comi;Lara;IT;PPE;FEMALE;IMCO,D-US,ITRE,AGRI,DMER,DLAT;Garbagnate Milanese;18;2;1983;;;Università Cattolica del Sacro Cuore,Bocconi University;;politician
132366;pirkko ruohonen-lerner;Ruohonen-Lerner;Pirkko;FI;ECR;FEMALE;EMPL,DKOR,CONT;Hyvinkää;6;2;1957;;;University of Helsinki;;politician,media
197794;chiara gemma;Gemma;Chiara;IT;ECR;FEMALE;EMPL,D-MX,DLAT,CULT;Brindisi;20;9;1968;;;;;
197798;lucia vuolo;Vuolo;Lucia;IT;PPE;FEMALE;TRAN,PECH,DMED;Pagani;15;2;1963;;;;;politician
197683;gilbert collard;Collard;Gilbert;FR;NI;MALE;TRAN,ENVI;Marseille;3;2;1948;;;Aix-Marseille University,Panthéon-Assas University;;writer,politician,lawyer
204400;adrián vázquez lázara;Vázquez Lázara;Adrián;ES;Renew;MALE;JURI,D-CN,AGRI,DSEE;Madrid;5;5;1982;;Armando Vázquez Crespo;Lindenwood University,University of Warwick,Complutense University of Madrid;;consultant,politician,researcher,manager
96801;tomasz piotr poręba;Poręba;Tomasz Piotr;PL;ECR;MALE;DASE,TRAN,CULT,D-TR,D-CL,DLAT,DACP,DCAB;Grybów;31;3;1973;;;Pedagogical University of Kraków;phd;official,politician,athlete
237779;carina ohlsson;Ohlsson;Carina;SE;S&D;FEMALE;FEMM,DMED,AFET,EMPL,LIBE,D-US;Råda Lidköping;14;6;1957;;;;;politician
4289;angelika niebler;Niebler;Angelika;DE;PPE;FEMALE;ITRE,D-US,JURI,D-IN,DASE;München;18;2;1963;;;Q1751503,Ludwig Maximilian University of Munich,University of Geneva;phd;politician,lawyer
197532;elżbieta kruk;Kruk;Elżbieta;PL;ECR;FEMALE;REGI,CULT,DACP,DAFR,ITRE,DASE;Lublin;19;11;1959;;;University of Wisconsin–La Crosse,Faculty of Law and Administration, University of Warsaw,John Paul II Catholic University of Lublin;;politician
197756;vera tax;Tax;Vera;NL;S&D;FEMALE;TRAN,D-ZA,REGI,FEMM,DSAS;Venlo;8;2;1972;;;;;politician
96698;viktor uspaskich;Uspaskich;Viktor;LT;NI;MALE;ITRE,DEEA;Vilnius;24;7;1959;;;Kaunas University of Technology;phd;researcher,politician,labourer,businessperson,manager
197636;ioan-rareş bogdan;Bogdan;Ioan-Rareş;RO;PPE;MALE;LIBE,D-US,AFET,ITRE,PETI,DLAT;Ocna Mures;17;9;1974;;;;;
197718;nicolás gonzález casares;González Casares;Nicolás;ES;S&D;MALE;ITRE,SANT,DMED,ENVI,PECH,DMER,DLAT;A CORUNA;20;7;1972;;Nicolás González Aller;University of Santiago de Compostela;;politician,doctor
28224;markus pieper;Pieper;Markus;DE;PPE;MALE;CONT,ITRE,D-RU,TRAN,D-CN;Hamelin;15;5;1963;;;Leibniz University Hannover,University of Göttingen;phd;teacher,politician,researcher,manager
23788;adam bielan;Bielan;Adam;PL;ECR;MALE;IMCO,DASE,AFET,DARP;Gdańsk;12;9;1974;;;SGH Warsaw School of Economics,Q9296487;;politician
197581;stéphanie yon-courtin;Yon-Courtin;Stéphanie;FR;Renew;FEMALE;D-CA,ECON,IMCO,PECH,FISC,D-UK,D-US;Coutances;28;3;1974;;;University of Bristol;university;researcher,politician,lawyer,consultant,manager
197503;david cormand;Cormand;David;FR;Verts/ALE;MALE;BUDG,IMCO,DKOR,CULT,PETI,DACP,DAFR;Mont-Saint-Aignan;30;11;1974;;;University of Rouen;university;politician
254719;vasco becker-weinberg;BECKER-WEINBERG;VASCO;PT;PPE;MALE;LIBE,D-BR,DMER,DLAT,INTA,ENVI,IMCO,PECH,D-UK,D-US;Lisboa;21;9;1979;;;;;politician
24505;emmanuel maurel;Maurel;Emmanuel;FR;The Left;MALE;DMAG,INTA,AFET,CULT,JURI,DMED;Epinay sur Seine;10;5;1973;;;Sciences Po,Paris-Sorbonne University - Paris IV;;politician
197516;patryk jaki;Jaki;Patryk;PL;ECR;MALE;DEPA,LIBE,D-MD,ECON,FISC,D-JP;Opole;11;5;1985;;;Faculty of Social Sciences of University of Wrocław;phd;politician,teacher,researcher,manager
197401;karin karlsbro;Karlsbro;Karin;SE;Renew;FEMALE;D-BY,INTA,ENVI,DEPA,D-UA;Roslags-Bro;23;9;1970;;;London School of Economics and Political Science,Stockholm University;university;politician,manager
204368;christian sagartz;Sagartz;Christian;AT;PPE;MALE;DROI,DEVE,AFET,D-AL,D-ME,DCAS,DACP,DAFR;;16;1;1981;;;;university;politician
197446;milan brglez;Brglez;Milan;SI;S&D;MALE;EMPL,D-RU,ENVI,SANT,D-CN;Ljubljana;1;9;1967;;;University of Ljubljana;phd;researcher,politician,lawyer,official,manager
36392;aldo patriciello;Patriciello;Aldo;IT;ID;MALE;IMCO,D-US,D-JP,ENVI,ITRE,SANT;Venafro;27;9;1957;;;;;politician
250918;françois thiollet;Thiollet;François;FR;Verts/ALE;MALE;DEVE,CONT,SANT,DACP,DAFR,ENVI;Châteaubriant;21;10;1975;;;;;politician
197538;beata mazurek;Mazurek;Beata;PL;ECR;FEMALE;DLAT,IMCO,D-BR,DMER,TRAN,DACP,DCAB;Ostrów Mazowiecka;19;10;1967;;;John Paul II Catholic University of Lublin;;politician
124735;miapetra kumpula-natri;Kumpula-Natri;Miapetra;FI;S&D;FEMALE;D-US,INTA,ITRE,AFCO,D-JP;Vaasa;19;5;1972;;;;;politician
1992;josé manuel garcía-margallo y marfil;García-Margallo y Marfil;José Manuel;ES;PPE;MALE;DLAT,ECON,FISC,D-MX,DCAR,INTA,D-TR;Madrid;13;8;1944;;;;;
228604;ilan de basso;De Basso;Ilan;SE;S&D;MALE;EMPL,DPAP,DEVE,BUDG,D-TR,D-RU,DKOR;Turkey;1;10;1969;;;;;politician
232843;jan henrik ovelgönne;OVELGÖNNE;Jan Henrik;DE;Verts/ALE;MALE;AFET,ECON,IMCO;Volkach;30;6;1975;;;;university;politician,media,manager
197623;thierry mariani;Mariani;Thierry;FR;ID;MALE;AFET,INTA,ITRE,DROI,DCAR,D-IN,DCAS,DEPA,DACP,DAFR,D-BY,DSCA,D-IR,DKOR,DMED;Orange;8;8;1958;;;Q3152348;;politician
253008;linus glanzelius;Glanzelius;Linus;SE;S&D;MALE;TRAN,REGI,DEEA,ITRE,D-UK,D-CN;Gothenburg;28;12;1990;;;;;politician
197587;attila ara-kovács;Ara-Kovács;Attila;HU;S&D;MALE;AGRI,SEDE,D-RU,AFET,DEEA;Oradea;14;1;1953;;;Babeș-Bolyai University;;politician,media
124704;stanislav polčák;Polčák;Stanislav;CZ;PPE;MALE;ENVI,DMAG,DMED,BUDG,REGI,DCAM,DLAT;Slavičín;21;2;1980;;;Faculty of Law, Charles University in Prague;;teacher,politician,lawyer
197414;loucas fourlas;Fourlas;Loucas;CY;PPE;MALE;EMPL,D-TR,AFET,CULT,LIBE,DCAM,DLAT;Lemesos;21;8;1969;;;;university;media
197702;lina gálvez muñoz;Gálvez Muñoz;Lina;ES;S&D;FEMALE;ITRE,FEMM,D-US,EMPL,DASE;Sevilla;13;9;1969;;;European University Institute,Lumière University Lyon 2,University of Seville;phd;columnist,researcher,teacher,politician,writer
28399;antonio lópez-istúriz white;López-Istúriz White;Antonio;ES;PPE;MALE;D-IL,AFET,DARP,DMED,SEDE,D-US;Pamplona;1;4;1970;;;CEU San Pablo University;phd;politician,lawyer
125068;manolis kefalogiannis;KEFALOGIANNIS;Manolis;GR;PPE;MALE;D-AL,REGI,D-TR,DARP,AFET,AGRI,D-UK;Heraklion;25;5;1959;;;University of Reading,National and Kapodistrian University of Athens,London School of Economics and Political Science;;politician
197663;dragoş pîslaru;Pîslaru;Dragoş;RO;Renew;MALE;EMPL,FISC,D-JP,ECON,D-US;București;23;3;1976;;;;phd;teacher,researcher,manager
197585;pierre karleskind;Karleskind;Pierre;FR;Renew;MALE;PECH,JURI,DAND,DLAT,TRAN,D-MX,D-BR;Melun;19;10;1979;;;École polytechnique;;politician,engineer
197680;aurélia beigneux;Beigneux;Aurélia;FR;ID;FEMALE;ENVI,SANT,DEPA,DSCA,D-IN;Indre-et-Loire;2;6;1980;;;;;politician,q63755179
96780;monika hohlmeier;Hohlmeier;Monika;DE;PPE;FEMALE;CONT,BUDG,D-CN,ECON,DPAL,D-CA;München;2;7;1962;;Franz Josef Strauß,Marianne Strauß;FernUniversität in Hagen,Dante-Gymnasium Munich;university;politician
58789;jan huitema;Huitema;Jan;NL;Renew;MALE;ENVI,D-US,AGRI,D-BR;Makkinga;5;7;1984;;;Wageningen University & Research;university;politician,farmer
197740;athanasios konstantinou;Konstantinou;Athanasios;GR;NI;MALE;ENVI,D-AL,AFET,SANT;Athènes;18;7;1959;;;;;politician,military personnel
197767;eugen jurzyca;Jurzyca;Eugen;SK;ECR;MALE;IMCO,FISC,DCAS,ECON;Bratislava;8;2;1958;;;Walsh School of Foreign Service,University of Economics in Bratislava;university;consultant,politician,researcher,manager
197863;maria walsh;Walsh;Maria;IE;PPE;FEMALE;EMPL,CULT,D-US,LIBE,DACP,DAFR;Boston;11;6;1987;;;Griffith College Dublin;;politician,businessperson
130100;hilde vautmans;Vautmans;Hilde;BE;Renew;FEMALE;AFET,D-UK,AGRI,LIBE,FEMM,D-JP;Sint-Truiden;2;5;1972;;;;university;politician
197868;samira rafaela;Rafaela;Samira;NL;Renew;FEMALE;INTA,FEMM,D-CL,DLAT,EMPL,DROI,DCAR,DMER;ZOETERMEER;11;2;1989;;;Leiden University,Bonhoeffercollege;;politician
103381;terry reintke;Reintke;Terry;DE;Verts/ALE;FEMALE;EMPL,LIBE,FEMM,D-UK;Gelsenkirchen;9;5;1987;;;Free University Berlin;university;politician
28294;ljudmila novak;Novak;Ljudmila;SI;PPE;FEMALE;ENVI,D-IL,TRAN,DMED,DACP,DAFR;Maribor;1;8;1959;;;University of Maribor;;teacher,politician,esperantist,slavist,manager
197667;barbara thaler;Thaler;Barbara;AT;PPE;FEMALE;TRAN,D-IN,IMCO,DEEA;;16;2;1982;;;University of Innsbruck;;politician
247709;anja haga;Haga;Anja;NL;PPE;FEMALE;PECH,DROI,DSAS,AFET,DMAS;Drachten;25;12;1976;;;;;politician
197589;laurence farreng;Farreng;Laurence;FR;Renew;FEMALE;CULT,D-IN,REGI,DKOR,DEPA;Nimes;6;9;1966;;;;;consultant,politician,manager
197408;hildegard bentele;Bentele;Hildegard;DE;PPE;FEMALE;DEVE,ENVI,ITRE,D-ME,D-CA,D-TR;Ludwigsburg;22;5;1976;;;Free University Berlin;university;official,politician
96646;helmut scholz;Scholz;Helmut;DE;The Left;MALE;INTA,AFCO,D-MD,D-BY,D-US,DEPA,D-UK,D-CN;Berlin;21;6;1954;;Paul Scholz;Moscow State Institute of International Relations;;politician,trade unionist
197637;vasile blaga;Blaga;Vasile;RO;PPE;MALE;ITRE,LIBE,DASE;Petrileni;26;7;1956;;;Politehnica University of Timișoara;university;official,politician,manager,engineer
239260;denis nesci;Nesci;Denis;IT;ECR;MALE;ECON,REGI;Polistena;25;7;1981;;;;;politician
197432;jan-christoph oetjen;Oetjen;Jan-Christoph;DE;Renew;MALE;TRAN,DACP,DAFR,DEVE,LIBE,DROI,DMAS;Rotenburg an der Wümme;21;2;1978;;;Leibniz University Hannover;university;politician
197512;benoît biteau;Biteau;Benoît;FR;Verts/ALE;MALE;AGRI,DACP,DAFR,DEVE,PECH;Royan;7;4;1967;;;;;politician,farmer,researcher
124834;martin sonneborn;Sonneborn;Martin;DE;NI;MALE;LIBE,DSCA,DKOR,DEPA,AFCO;Göttingen;15;5;1965;;Engelbert Sonneborn;;phd;politician,writer,media,official,manager
124715;györgy hölvényi;Hölvényi;György;HU;PPE;MALE;DEVE,DROI,DACP,DAFR,DARP,D-IR;Budapest;13;6;1962;;;Eötvös Loránd University;;politician
4560;antonius manders;Manders;Antonius;NL;PPE;MALE;IMCO,DACP,DPAC,EMPL,JURI,D-CN;Stiphout;14;3;1956;;;;;
198329;estrella durá ferrandis;Durá Ferrandis;Estrella;ES;S&D;FEMALE;EMPL,DACP,DCAB,ENVI,DSAS;Puçol;22;9;1963;;;University of Valencia;;politician,doctor,researcher
250237;włodzimierz witold karpiński;Karpiński;Włodzimierz Witold;PL;PPE;MALE;IMCO,DACP,DAFR,INTA,DLAT;Puławy;16;11;1961;;;;;
197489;bernhard zimniok;Zimniok;Bernhard;DE;NI;MALE;;Schnaittenbach;21;6;1953;;;;;politician,businessperson,military personnel
199996;isabel carvalhais;Carvalhais;Isabel;PT;S&D;FEMALE;AGRI,PECH,D-US,REGI,D-CA,DLAT,DACP,DAFR;Negage;28;2;1973;;;University of Warwick;phd;politician,teacher,researcher
