identifier;name;familyName;givenName;country;group;gender;memberships;born_place;born_day;born_month;born_year;disability;relatives;educated_at;highest_degree;occupation
197694;raphaël glucksmann;Glucksmann;Raphaël;FR;S&D;MALE;AFET,INTA,SEDE;Boulogne-Billancourt;15.0;10.0;1979.0;;André Glucksmann,Françoise Villette;Sciences Po,Lycée Henri-IV,Lycée Lamartine;;researcher,non-fiction writer,documentalist,media,politician
257016;vicent marzà ibáñez;Marzà Ibáñez;Vicent;ES;Verts/ALE;MALE;TRAN,INTA;Castelló de la Plana;3.0;3.0;1983.0;;;;;
124875;anders vistisen;Vistisen;Anders;DK;PfE;MALE;PETI,INTA,ENVI;Viborg;12.0;11.0;1987.0;;;;university;manager
197679;isabel benjumea benjumea;Benjumea Benjumea;Isabel;ES;PPE;FEMALE;BUDG,ECON;Madrid;5.0;9.0;1982.0;;;;university;manager,teacher,consultant
256875;matthieu valet;Valet;Matthieu;FR;PfE;MALE;DROI,AFET,LIBE,SEDE;Lille;4.0;1.0;1986.0;;;;;
4267;udo bullmann;Bullmann;Udo;DE;S&D;MALE;DEVE,INTA;Gießen;8.0;6.0;1956.0;;;University of Giessen;;politician
257091;dick erixon;Erixon;Dick;SE;ECR;MALE;CONT,DEVE,BUDG;;;;;;;;;
256956;galato alexandraki;Alexandraki;Galato;GR;ECR;FEMALE;FEMM,PETI,ENVI;Didimoteixo;11.0;12.0;1948.0;;;;;
197526;martin hlaváček;Hlaváček;Martin;CZ;PfE;MALE;AGRI,FISC,ECON;Prague;14.0;1.0;1980.0;;;Czech University of Life Sciences Prague;;researcher,manager,politician
197794;chiara gemma;Gemma;Chiara;IT;ECR;FEMALE;EMPL,FEMM,ITRE,CULT;Brindisi;20.0;9.0;1968.0;;;;;
256912;rima hassan;Hassan;Rima;FR;The Left;FEMALE;AFET,DROI,BUDG;Alep;28.0;4.0;1992.0;;;;;
256995;gordan bosanac;Bosanac;Gordan;HR;Verts/ALE;MALE;REGI,EMPL,PETI;Zagreb;18.0;9.0;1973.0;;;;;
257005;ľuboš blaha;Blaha;Ľuboš;SK;NI;MALE;AFET,DROI,EMPL;Bratislava;7.0;12.0;1979.0;;;;;
257080;piotr müller;Müller;Piotr;PL;ECR;MALE;IMCO,PECH;Słupsk;2.0;5.0;1989.0;;;;;
4289;angelika niebler;Niebler;Angelika;DE;PPE;FEMALE;ITRE,AFET,JURI,SEDE;München;18.0;2.0;1963.0;;;University of Geneva,Q1751503,Ludwig Maximilian University of Munich;phd;lawyer,politician
124736;merja kyllönen;Kyllönen;Merja;FI;The Left;FEMALE;TRAN,AFET,SEDE;Suomussalmi;25.0;1.0;1977.0;;;;;
197493;jaak madison;Madison;Jaak;EE;ECR;MALE;AFET,INTA;Paide;22.0;4.0;1991.0;;;Tallinn School of Service,Tallinn School of Economics,Noarootsi Secondary School,University of Tartu,Tallinn Old Town Adult Gymnasium,Albu Basic School;university;manager,politician
197636;ioan-rareş bogdan;Bogdan;Ioan-Rareş;RO;PPE;MALE;AFET,LIBE,CULT,PETI;Ocna Mures;17.0;9.0;1974.0;;;;;
197702;lina gálvez;Gálvez;Lina;ES;S&D;FEMALE;ITRE,FEMM,INTA;Sevilla;13.0;9.0;1969.0;;;;phd;researcher,teacher
197718;nicolás gonzález casares;González Casares;Nicolás;ES;S&D;MALE;ITRE,PECH,SANT,ENVI;A Coruña;20.0;7.0;1972.0;;Nicolás González Aller;University of Santiago de Compostela;;politician,doctor
24942;ana miranda paz;Miranda Paz;Ana;ES;Verts/ALE;FEMALE;DEVE,PECH,PETI,REGI;Cuntis;2.0;5.0;1971.0;;;University of Santiago de Compostela,Université catholique de Louvain,University of Passau,University of A Coruña;;lawyer,politician
256966;michael von der schulenburg;von der Schulenburg;Michael;DE;NI;MALE;CONT,SEDE,AFET;Munich;16.0;10.0;1948.0;;;;;
256834;elisabeth dieringer;Dieringer;Elisabeth;AT;PfE;FEMALE;IMCO,FEMM,CULT;Villach;12.0;5.0;1974.0;;;;;
256854;balázs győrffy;Győrffy;Balázs;HU;PfE;MALE;AGRI,PECH;Papa;21.0;4.0;1979.0;;;;;
257129;mimmo lucano;Lucano;Mimmo;IT;The Left;MALE;DEVE,REGI;Melito Porto Salvo;31.0;5.0;1954.0;;;;;
23788;adam bielan;Bielan;Adam;PL;ECR;MALE;AFET,ITRE;Gdańsk;12.0;9.0;1974.0;;;SGH Warsaw School of Economics,Q9296487;;politician
197581;stéphanie yon-courtin;Yon-Courtin;Stéphanie;FR;Renew;FEMALE;ECON,PECH,IMCO;Coutances;28.0;3.0;1974.0;;;University of Bristol;university;researcher,consultant,manager,lawyer,politician
