id;type;officialFamilyName;officialGivenName;identifier;name;familyName;givenName;sortLabel;country;group
person/257139;Person;;;257139;Benedetta SCUDERI;Scuderi;Benedetta;SCUDERIB;IT;Verts/ALE
person/256942;Person;;;256942;Marc JONGEN;Jongen;Marc;JONGENM;DE;ESN
person/256855;Person;;;256855;Pál SZEKERES;Szekeres;Pál;SZEKERESP;HU;PfE
person/256814;Person;;;256814;Zala TOMAŠIČ;Tomašič;Zala;TOMASICZ;SI;PPE
person/257072;Person;;;257072;Tomasz BUCZEK;Buczek;Tomasz;BUCZEKT;PL;NI
person/257138;Person;;;257138;Giuseppe ANTOCI;Antoci;Giuseppe;ANTOCIG;IT;The Left
person/197433;Person;;;197433;Katarina BARLEY;Barley;Katarina;BARLEY;DE;S&D
person/197648;Person;;;197648;Alexander BERNHUBER;Bernhuber;Alexander;BERNHUBER;AT;PPE
person/256805;Person;;;256805;Li ANDERSSON;Andersson;Li;ANDERSSONL;FI;The Left
person/257067;Person;;;257067;Grzegorz BRAUN;Braun;Grzegorz;BRAUNG;PL;NI
person/197646;Person;;;197646;Mircea-Gheorghe HAVA;Hava;Mircea-Gheorghe;HAVA;RO;PPE
person/204332;Person;;;204332;Barry ANDREWS;Andrews;Barry;ANDREWSB;IE;Renew
person/218347;Person;;;218347;Thijs REUTEN;Reuten;Thijs;REUTEN;NL;S&D
person/256897;Person;;;256897;Gaëtan DUSSAUSAYE;Dussausaye;Gaëtan;DUSSAUSAYEG;FR;PfE
person/256878;Person;;;256878;Marie-Luce BRASIER-CLAIN;Brasier-Clain;Marie-Luce;BRASIERCLAINM;FR;PfE
person/257060;Person;;;257060;Arkadiusz MULARCZYK;Mularczyk;Arkadiusz;MULARCZYKA;PL;ECR
person/244571;Person;Παπανδρέου;Νίκος;244571;Nikos PAPANDREOU;Papandreou;Nikos;PAPANDREOUNIKOS;GR;S&D
person/256806;Person;;;256806;Sebastian TYNKKYNEN;Tynkkynen;Sebastian;TYNKKYNENS;FI;ECR
person/197391;Person;;;197391;Heléne FRITZON;Fritzon;Heléne;FRITZON;SE;S&D
person/197738;Person;;;197738;Lídia PEREIRA;Pereira;Lídia;PEREIRALIDIA;PT;PPE
person/30123;Person;;;30123;Guillaume PELTIER;Peltier;Guillaume;PELTIERG;FR;ECR
person/96940;Person;;;96940;Gerben-Jan GERBRANDY;Gerbrandy;Gerben-Jan;GERBRANDY;NL;Renew
person/197556;Person;;;197556;Ivan DAVID;David;Ivan;DAVIDI;CZ;ESN
person/119435;Person;;;119435;Davor Ivo STIER;Stier;Davor Ivo;STIER;HR;PPE
person/257022;Person;;;257022;Nora JUNCO GARCÍA;JUNCO GARCÍA;Nora;JUNCOGARCIAN;ES;NI
person/257090;Person;;;257090;Beatrice TIMGREN;Timgren;Beatrice;TIMGRENB;SE;ECR
person/197422;Person;;;197422;Christine SCHNEIDER;Schneider;Christine;SCHNEIDER;DE;PPE
person/197682;Person;;;197682;Hannes HEIDE;Heide;Hannes;HEIDE;AT;S&D
person/197778;Person;;;197778;Tom BERENDSEN;Berendsen;Tom;BERENDSEN;NL;PPE
person/236053;Person;;;236053;Marina MESURE;Mesure;Marina;MESURE;FR;The Left
person/257100;Person;;;257100;Gheorghe CÂRCIU;Cârciu;Gheorghe;CARCIUG;RO;S&D
person/197690;Person;;;197690;André ROUGÉ;Rougé;André;ROUGE;FR;PfE
person/183916;Person;;;183916;Alexandra GEESE;Geese;Alexandra;GEESE;DE;Verts/ALE
person/220801;Person;;;220801;Sophie WILMÈS;Wilmès;Sophie;WILMESS;BE;Renew
person/96653;Person;;;96653;Katarína ROTH NEVEĎALOVÁ;Roth Neveďalová;Katarína;ROTHNEVEDALOVA;SK;NI
person/256938;Person;;;256938;Tobias CREMER;Cremer;Tobias;CREMERT;DE;S&D
person/257296;Person;;;257296;Nina CARBERRY;Carberry;Nina;CARBERRYN;IE;PPE
person/96725;Person;;;96725;Bas EICKHOUT;Eickhout;Bas;EICKHOUT;NL;Verts/ALE
person/197628;Person;;;197628;Jean-Paul GARRAUD;Garraud;Jean-Paul;GARRAUD;FR;PfE
person/256841;Person;;;256841;Helmut BRANDSTÄTTER;Brandstätter;Helmut;BRANDSTATTERH;AT;Renew
person/256935;Person;;;256935;Sabrina REPP;Repp;Sabrina;REPPS;DE;S&D
person/197447;Person;;;197447;Irena JOVEVA;Joveva;Irena;JOVEVA;SI;Renew
person/188945;Person;;;188945;Dennis RADTKE;Radtke;Dennis;RADTKE;DE;PPE
person/257096;Person;;;257096;Stefano CAVEDAGNA;Cavedagna;Stefano;CAVEDAGNAS;IT;ECR
person/257038;Person;;;257038;Sigrid FRIIS;Friis;Sigrid;FRIISS;DK;Renew
person/256955;Person;ΖΑΧΑΡΙΑ;ΜΑΡΙΑ;256955;Maria ZACHARIA;ZACHARIA;Maria;ZACHARIAM;GR;NI
person/198373;Person;;;198373;Judita LAŠŠÁKOVÁ;Laššáková;Judita;LASSAKOVAJ;SK;NI
person/197473;Person;;;197473;Christian DOLESCHAL;Doleschal;Christian;DOLESCHAL;DE;PPE
person/257085;Person;;;257085;Krzysztof ŚMISZEK;Śmiszek;Krzysztof;SMISZEKK;PL;S&D
person/256902;Person;;;256902;Emma RAFOWICZ;Rafowicz;Emma;RAFOWICZE;FR;S&D
person/1294;Person;;;1294;Elio DI RUPO;Di Rupo;Elio;DIRUPO;BE;S&D
person/247735;Person;;;247735;Laura BALLARÍN CEREZA;Ballarín Cereza;Laura;BALLARINCEREZA;ES;S&D
person/257037;Person;;;257037;Michał KOBOSKO;Kobosko;Michał;KOBOSKOM;PL;Renew
person/197448;Person;;;197448;Rasmus ANDRESEN;Andresen;Rasmus;ANDRESEN;DE;Verts/ALE
person/256980;Person;;;256980;Alexandra MEHNERT;Mehnert;Alexandra;MEHNERTA;DE;PPE
person/257147;Person;;;257147;Alessandro CIRIANI;Ciriani;Alessandro;CIRIANIA;IT;ECR
person/185619;Person;;;185619;Tiemo WÖLKEN;Wölken;Tiemo;WOLKEN;DE;S&D
person/23781;Person;;;23781;Janusz LEWANDOWSKI;Lewandowski;Janusz;LEWANDOWSKI;PL;PPE
person/124760;Person;;;124760;Nicolas BAY;Bay;Nicolas;BAY;FR;ECR
person/197492;Person;;;197492;Bartosz ARŁUKOWICZ;Arłukowicz;Bartosz;ARLUKOWICZ;PL;PPE
person/256952;Person;ΠΑΠΠΑΣ;ΝΙΚΟΣ;256952;Nikos PAPPAS;Pappas;Nikos;PAPPASN;GR;The Left
person/34232;Person;Вигенин;Кристиан;34232;Kristian VIGENIN;Vigenin;Kristian;VIGENIN;BG;S&D
person/256989;Person;ΠΑΝΑΓΙΩΤΟΥ;ΦΕΙΔΙΑΣ;256989;Fidias PANAYIOTOU;Panayiotou;Fidias;PANAYIOTOUF;CY;NI
person/28307;Person;;;28307;Francisco ASSIS;Assis;Francisco;ASSIS;PT;S&D
person/124713;Person;;;124713;Tomáš ZDECHOVSKÝ;Zdechovský;Tomáš;ZDECHOVSKY;CZ;PPE
person/28229;Person;;;28229;Manfred WEBER;Weber;Manfred;WEBERM;DE;PPE
person/189065;Person;;;189065;France JAMET;Jamet;France;JAMET;FR;PfE
person/256990;Person;;;256990;Anna STROLENBERG;Strolenberg;Anna;STROLENBERGA;NL;Verts/ALE
person/122978;Person;;;122978;Alicia HOMS GINEL;Homs Ginel;Alicia;HOMSGINEL;ES;S&D
person/257257;Person;ПЕТРОВ;Христо;257257;Hristo PETROV;Petrov;Hristo;PETROV;BG;Renew
person/257061;Person;;;257061;Ana VASCONCELOS;Vasconcelos;Ana;VASCONCELOSA;PT;Renew
person/257026;Person;;;257026;Michał SZCZERBA;Szczerba;Michał;SZCZERBAM;PL;PPE
person/185771;Person;;;185771;Tom VANDENDRIESSCHE;Vandendriessche;Tom;VANDENDRIESSCHE;BE;PfE
person/256954;Person;ΛΑΤΙΝΟΠΟΥΛΟΥ;ΑΦΡΟΔΙΤΗ;256954;Afroditi LATINOPOULOU;Latinopoulou;Afroditi;LATINOPOULOUA;GR;PfE
person/256925;Person;;;256925;Laurence TROCHU;Trochu;Laurence;TROCHUL;FR;ECR
person/96668;Person;;;96668;Seán KELLY;Kelly;Seán;KELLY SEAN;IE;PPE
person/112744;Person;;;112744;Tonino PICULA;Picula;Tonino;PICULA;HR;S&D
person/2341;Person;;;2341;Michael GAHLER;Gahler;Michael;GAHLER;DE;PPE
person/197577;Person;;;197577;Gilles BOYER;Boyer;Gilles;BOYER;FR;Renew
person/257048;Person;;;257048;Paulo DO NASCIMENTO CABRAL;Do Nascimento Cabral;Paulo;DONASCIMENTOCABRALP;PT;PPE
person/256922;Person;;;256922;Marion MARÉCHAL;Maréchal;Marion;MARECHALM;FR;ECR
person/72779;Person;;;72779;Nadine MORANO;Morano;Nadine;MORANO;FR;PPE
person/197829;Person;;;197829;Jorge BUXADÉ VILLALBA;Buxadé Villalba;Jorge;BUXADEVILLALBA;ES;PfE
person/197553;Person;;;197553;Beata SZYDŁO;Szydło;Beata;SZYDLO;PL;ECR
person/206158;Person;;;206158;Manuela RIPA;Ripa;Manuela;RIPA;DE;PPE
person/257069;Person;;;257069;Ewa ZAJĄCZKOWSKA-HERNIK;Zajączkowska-Hernik;Ewa;ZAJACZKOWSKAHERNIKE;PL;ESN
person/96826;Person;;;96826;Tamás DEUTSCH;Deutsch;Tamás;DEUTSCH;HU;PfE
person/256886;Person;;;256886;Valérie DELOGE;Deloge;Valérie;DELOGEV;FR;PfE
person/256829;Person;ΑΡΝΑΟΥΤΟΓΛΟΥ;ΣΑΚΗΣ;256829;Sakis ARNAOUTOGLOU;Arnaoutoglou;Sakis;ARNAOUTOGLOUS;GR;S&D
person/124813;Person;;;124813;Dario TAMBURRANO;Tamburrano;Dario;TAMBURRANO;IT;The Left
person/257045;Person;;;257045;Michał WAWRYKIEWICZ;Wawrykiewicz;Michał;WAWRYKIEWICZM;PL;PPE
person/197439;Person;;;197439;Damian BOESELAGER;Boeselager;Damian;BOESELAGER;DE;Verts/ALE
person/202073;Person;;;202073;Marc ANGEL;Angel;Marc;ANGEL;LU;S&D
person/257042;Person;;;257042;Marcin KIERWIŃSKI;Kierwiński;Marcin;KIERWINSKIM;PL;PPE
person/4746;Person;;;4746;Sergio BERLATO;Berlato;Sergio;BERLATO;IT;ECR
person/2268;Person;;;2268;Jonas SJÖSTEDT;Sjöstedt;Jonas;SJOESTEDT;SE;The Left
person/256874;Person;;;256874;Mélanie DISDIER;Disdier;Mélanie;DISDIERM;FR;PfE
person/197820;Person;;;197820;Nicola PROCACCINI;Procaccini;Nicola;PROCACCINI;IT;ECR
person/197870;Person;;;197870;Kim VAN SPARRENTAK;Van Sparrentak;Kim;VANSPARRENTAK;NL;Verts/ALE
person/197772;Person;;;197772;Tineke STRIK;Strik;Tineke;STRIK;NL;Verts/ALE
person/197773;Person;;;197773;Bert-Jan RUISSEN;Ruissen;Bert-Jan;RUISSEN;NL;ECR
person/257031;Person;;;257031;Dariusz JOŃSKI;Joński;Dariusz;JONSKID;PL;PPE
person/124726;Person;;;124726;Henna VIRKKUNEN;Virkkunen;Henna;VIRKKUNEN;FI;PPE
person/88552;Person;;;88552;Julien SANCHEZ;Sanchez;Julien;SANCHEZJ;FR;PfE
person/125065;Person;Βόζεμπεργκ-Βρυωνίδη;Ελισσάβετ;125065;Elissavet VOZEMBERG-VRIONIDI;Vozemberg-Vrionidi;Elissavet;VOZEMBERG-VRIONIDI;GR;PPE
person/112747;Person;;;112747;Romana JERKOVIĆ;Jerković;Romana;JERKOVIC;HR;S&D
person/197719;Person;;;197719;Cristina MAESTRE;Maestre;Cristina;MAESTREC;ES;S&D
person/256909;Person;;;256909;Vilis KRIŠTOPANS;Krištopans;Vilis;KRISTOPANSV;LV;PfE
person/197426;Person;;;197426;Sven SIMON;Simon;Sven;SIMONSV;DE;PPE
person/256864;Person;;;256864;András Tivadar KULJA;Kulja;András Tivadar;KULJAA;HU;PPE
person/233862;Person;;;233862;Matjaž NEMEC;Nemec;Matjaž;NEMECM;SI;S&D
person/256968;Person;;;256968;Ingeborg TER LAAK;Ter Laak;Ingeborg;TERLAAKI;NL;PPE
person/28122;Person;;;28122;David CASA;Casa;David;CASA;MT;PPE
person/124785;Person;;;124785;Maria GRAPINI;Grapini;Maria;GRAPINI;RO;S&D
person/257119;Person;;;257119;Şerban-Dimitrie STURDZA;Sturdza;Şerban-Dimitrie;STURDZAS;RO;ECR
person/201945;Person;;;201945;Virginijus SINKEVIČIUS;Sinkevičius;Virginijus;SINKEVICIUSV;LT;Verts/ALE
person/197734;Person;Νικολάου-Αλαβάνος;Λευτέρης;197734;Lefteris NIKOLAOU-ALAVANOS;Nikolaou-Alavanos;Lefteris;NIKOLAOU-ALAVANOS;GR;NI
person/257066;Person;;;257066;André RODRIGUES;Rodrigues;André;RODRIGUESAN;PT;S&D
person/124866;Person;Кючюк;Илхан;124866;Ilhan KYUCHYUK;Kyuchyuk;Ilhan;KYUCHYUK;BG;Renew
person/256824;Person;ΜΑΝΙΑΤΗΣ;ΓΙΑΝΝΗΣ;256824;Yannis MANIATIS;Maniatis;Yannis;MANIATISI;GR;S&D
person/257101;Person;;;257101;Cecilia STRADA;Strada;Cecilia;STRADAC;IT;S&D
person/256842;Person;;;256842;Gerald HAUSER;Hauser;Gerald;HAUSERG;AT;PfE
person/106936;Person;;;106936;Daniel FREUND;Freund;Daniel;FREUNDD;DE;Verts/ALE
person/219652;Person;;;219652;Matej TONIN;Tonin;Matej;TONINM;SI;PPE
person/257113;Person;;;257113;Antonella SBERNA;Sberna;Antonella;SBERNAA;IT;ECR
person/257024;Person;;;257024;Mireia BORRÁS PABÓN;Borrás Pabón;Mireia;BORRASPABONM;ES;PfE
person/197606;Person;;;197606;Javier ZARZALEJOS;Zarzalejos;Javier;ZARZALEJOS;ES;PPE
person/123562;Person;;;123562;Charlie WEIMERS;Weimers;Charlie;WEIMERS;SE;ECR
person/197711;Person;;;197711;Dolors MONTSERRAT;Montserrat;Dolors;MONTSERRAT;ES;PPE
person/256845;Person;;;256845;Ondřej KRUTÍLEK;Krutílek;Ondřej;KRUTILEK;CZ;ECR
person/197832;Person;;;197832;Diana RIBA I GINER;Riba I Giner;Diana;RIBAIGINER;ES;Verts/ALE
person/256898;Person;;;256898;Pierre JOUVET;Jouvet;Pierre;JOUVETP;FR;S&D
person/124973;Person;;;124973;Gerolf ANNEMANS;Annemans;Gerolf;ANNEMANS;BE;PfE
person/257163;Person;;;257163;Francesco TORSELLI;Torselli;Francesco;TORSELLIF;IT;ECR
person/257023;Person;;;257023;Per CLAUSEN;Clausen;Per;CLAUSENP;DK;The Left
person/257079;Person;;;257079;Sérgio GONÇALVES;Gonçalves;Sérgio;GONCALVESS;PT;S&D
person/257727;Person;;;257727;Pierfrancesco MARAN;Maran;Pierfrancesco;MARANP;IT;S&D
person/256918;Person;;;256918;Céline IMART;Imart;Céline;IMARTC;FR;PPE
person/197464;Person;;;197464;Hannah NEUMANN;Neumann;Hannah;NEUMANN;DE;Verts/ALE
person/197543;Person;;;197543;Bernard GUETTA;Guetta;Bernard;GUETTA;FR;Renew
person/256889;Person;;;256889;Liesbet SOMMEN;Sommen;Liesbet;SOMMENL;BE;PPE
person/197818;Person;;;197818;Billy KELLEHER;Kelleher;Billy;KELLEHER;IE;Renew
person/257137;Person;;;257137;Marco FALCONE;Falcone;Marco;FALCONEM;IT;PPE
person/190574;Person;;;190574;Tomasz FROELICH;Froelich;Tomasz;FROELICHT;DE;ESN
person/256880;Person;;;256880;Estelle CEULEMANS;Ceulemans;Estelle;CEULEMANSE;BE;S&D
person/256896;Person;;;256896;Angéline FURET;Furet;Angéline;FURETA;FR;PfE
person/257093;Person;;;257093;Carlo CICCIOLI;Ciccioli;Carlo;CICCIOLIC;IT;ECR
person/197697;Person;;;197697;Aurore LALUCQ;Lalucq;Aurore;LALUCQ;FR;S&D
person/256934;Person;;;256934;Daniel ATTARD;Attard;Daniel;ATTARDD;MT;S&D
person/197786;Person;;;197786;Susanna CECCARDI;Ceccardi;Susanna;CECCARDI;IT;PfE
person/256863;Person;;;256863;Zoltán TARR;Tarr;Zoltán;TARRZ;HU;PPE
person/197647;Person;;;197647;Dan-Ştefan MOTREANU;Motreanu;Dan-Ştefan;MOTREANU;RO;PPE
person/257001;Person;;;257001;Elena SANCHO MURILLO;Sancho Murillo;Elena;SANCHOMURILLOE;ES;S&D
person/129073;Person;;;129073;Urmas PAET;Paet;Urmas;PAET;EE;Renew
person/257039;Person;;;257039;Elena NEVADO DEL CAMPO;Nevado del Campo;Elena;NEVADODELCAMPOE;ES;PPE
person/103246;Person;;;103246;Auke ZIJLSTRA;Zijlstra;Auke;ZIJLSTRA;NL;PfE
person/257148;Person;;;257148;Raffaele TOPO;Topo;Raffaele;TOPOR;IT;S&D
person/96932;Person;;;96932;Birgit SIPPEL;Sippel;Birgit;SIPPEL;DE;S&D
person/257132;Person;;;257132;Ignazio Roberto MARINO;Marino;Ignazio Roberto;MARINOI;IT;Verts/ALE
person/96752;Person;;;96752;Martin HÄUSLING;Häusling;Martin;HAUSLING;DE;Verts/ALE
person/125068;Person;Κεφαλογιάννης;Εμμανουήλ;125068;Emmanouil KEFALOGIANNIS;Kefalogiannis;Emmanouil;KEFALOGIANNIS;GR;PPE
person/124795;Person;;;124795;Flavio TOSI;Tosi;Flavio;TOSI;IT;PPE
person/23816;Person;;;23816;András GYÜRK;Gyürk;András;GYURK;HU;PfE
person/37312;Person;;;37312;Christel SCHALDEMOSE;Schaldemose;Christel;SCHALDEMOSE;DK;S&D
person/197461;Person;;;197461;Katrin LANGENSIEPEN;Langensiepen;Katrin;LANGENSIEPEN;DE;Verts/ALE
person/257098;Person;;;257098;Gabriela FIREA;Firea;Gabriela;FIREAG;RO;S&D
person/257028;Person;;;257028;Henrik DAHL;Dahl;Henrik;DAHLH;DK;PPE
person/256929;Person;;;256929;René AUST;Aust;René;AUSTR;DE;ESN
person/124715;Person;;;124715;György HÖLVÉNYI;Hölvényi;György;HOLVENYI;HU;PfE
person/230085;Person;;;230085;Camilla LAURETI;Laureti;Camilla;LAURETI;IT;S&D
person/256883;Person;;;256883;Aleksandar NIKOLIC;Nikolic;Aleksandar;NIKOLICA;FR;PfE
person/257043;Person;;;257043;Maravillas ABADÍA JOVER;Abadía Jover;Maravillas;ABADIAJOVERM;ES;PPE
person/197800;Person;;;197800;Eero HEINÄLUOMA;Heinäluoma;Eero;HEINALUOMA;FI;S&D
person/256807;Person;;;256807;Dainius ŽALIMAS;Žalimas;Dainius;ZALIMASD;LT;Renew
person/197831;Person;;;197831;Hermann TERTSCH;Tertsch;Hermann;TERTSCH;ES;PfE
person/204418;Person;;;204418;Nora MEBAREK;Mebarek;Nora;MEBAREK;FR;S&D
person/257437;Person;;;257437;Catarina VIEIRA;Vieira;Catarina;VIEIRAC;NL;Verts/ALE
person/197410;Person;;;197410;Stefan BERGER;Berger;Stefan;BERGERS;DE;PPE
person/257086;Person;;;257086;Jacek OZDOBA;Ozdoba;Jacek;OZDOBAJ;PL;ECR
person/257076;Person;;;257076;Michał DWORCZYK;Dworczyk;Michał;DWORCZYKM;PL;ECR
person/96787;Person;;;96787;Herbert DORFMANN;Dorfmann;Herbert;DORFMANN;IT;PPE
person/197443;Person;;;197443;Andreas GLÜCK;Glück;Andreas;GLUCK;DE;Renew
person/197721;Person;;;197721;César LUENA;Luena;César;LUENA;ES;S&D
person/257123;Person;;;257123;Lucia ANNUNZIATA;Annunziata;Lucia;ANNUNZIATAL;IT;S&D
person/197469;Person;;;197469;Assita KANKO;Kanko;Assita;KANKO;BE;ECR
person/257077;Person;;;257077;Marlena MALĄG;Maląg;Marlena;MALAGM;PL;ECR
person/96810;Person;;;96810;Carlo FIDANZA;Fidanza;Carlo;FIDANZA;IT;ECR
person/197558;Person;;;197558;Asger CHRISTENSEN;Christensen;Asger;CHRISTENSENA;DK;Renew
person/197770;Person;;;197770;Martin HOJSÍK;Hojsík;Martin;HOJSIK;SK;Renew
person/257002;Person;;;257002;José CEPEDA;Cepeda;José;CEPEDAGARCIADELEON;ES;S&D
person/125042;Person;;;125042;Javi LÓPEZ;López;Javi;LOPEZ JAVI;ES;S&D
person/257103;Person;;;257103;Ştefan MUŞOIU;Muşoiu;Ştefan;MUSOIUS;RO;S&D
person/256977;Person;;;256977;Andrea WECHSLER;Wechsler;Andrea;WECHSLERA;DE;PPE
person/197490;Person;;;197490;Magdalena ADAMOWICZ;Adamowicz;Magdalena;ADAMOWICZ;PL;PPE
person/124700;Person;;;124700;Jana TOOM;Toom;Jana;TOOM;EE;Renew
person/256859;Person;;;256859;Annamária VICSEK;Vicsek;Annamária;VICSEKA;HU;PfE
person/94649;Person;;;94649;Catherine GRISET;Griset;Catherine;GRISET;FR;PfE
person/256871;Person;;;256871;Malika SOREL;Sorel;Malika;SORELM;FR;PfE
person/23868;Person;;;23868;Monika BEŇOVÁ;Beňová;Monika;BENOVA;SK;NI
person/257110;Person;;;257110;Dan BARNA;Barna;Dan;BARNAD;RO;Renew
person/96998;Person;;;96998;Evelyn REGNER;Regner;Evelyn;REGNER;AT;S&D
person/256947;Person;ΜΠΕΛΕΡΗΣ;ΦΡΕΝΤΗΣ;256947;Fredis BELERIS;Beleris;Fredis;BELERISF;GR;PPE
person/28226;Person;;;28226;Christian EHLER;Ehler;Christian;EHLER;DE;PPE
person/28615;Person;;;28615;Roberts ZĪLE;Zīle;Roberts;ZILE;LV;ECR
person/197722;Person;;;197722;Nacho SÁNCHEZ AMOR;Sánchez Amor;Nacho;SANCHEZAMOR;ES;S&D
person/257034;Person;;;257034;Carmen CRESPO DÍAZ;Crespo Díaz;Carmen;CRESPODIAZC;ES;PPE
person/197412;Person;;;197412;Niclas HERBST;Herbst;Niclas;HERBST;DE;PPE
person/256882;Person;;;256882;Julie RECHAGNEUX;Rechagneux;Julie;RECHAGNEUXJ;FR;PfE
person/124984;Person;;;124984;Lynn BOYLAN;Boylan;Lynn;BOYLAN;IE;The Left
person/257143;Person;;;257143;Mariateresa VIVALDINI;Vivaldini;Mariateresa;VIVALDINIM;IT;ECR
person/197421;Person;;;197421;Isabel WISELER-LIMA;Wiseler-Lima;Isabel;WISELER-LIMA;LU;PPE
person/256905;Person;;;256905;Eric SARGIACOMO;Sargiacomo;Eric;SARGIACOMOE;FR;S&D
person/257130;Person;;;257130;Cristina GUARDA;Guarda;Cristina;GUARDAC;IT;Verts/ALE
person/30482;Person;;;30482;Younous OMARJEE;Omarjee;Younous;OMARJEE;FR;The Left
person/135511;Person;;;135511;Valérie HAYER;Hayer;Valérie;HAYER;FR;Renew
person/256847;Person;;;256847;Danuše NERUDOVÁ;Nerudová;Danuše;NERUDOVAD;CZ;PPE
person/98219;Person;;;98219;Aura SALLA;Salla;Aura;SALLAA;FI;PPE
person/202036;Person;;;202036;Sunčana GLAVAK;Glavak;Sunčana;GLAVAK;HR;PPE
person/197618;Person;;;197618;Elisabetta GUALMINI;Gualmini;Elisabetta;GUALMINI;IT;S&D
person/257035;Person;;;257035;Alma EZCURRA ALMANSA;Ezcurra Almansa;Alma;EZCURRAALMANSAA;ES;PPE
person/197481;Person;;;197481;Maximilian KRAH;Krah;Maximilian;KRAH;DE;NI
person/39725;Person;;;39725;Iuliu WINKLER;Winkler;Iuliu;WINKLERIULIU;RO;PPE
person/256971;Person;;;256971;Lukas SIEPER;Sieper;Lukas;SIEPERL;DE;NI
person/124895;Person;;;124895;Krzysztof HETMAN;Hetman;Krzysztof;HETMAN;PL;PPE
person/257064;Person;;;257064;Anna BRYŁKA;Bryłka;Anna;BRYLKAA;PL;NI
person/256831;Person;;;256831;Sophia KIRCHER;Kircher;Sophia;KIRCHERS;AT;PPE
person/256945;Person;;;256945;Irmhild BOSSDORF;Bossdorf;Irmhild;BOSSDORFI;DE;ESN
person/197549;Person;;;197549;Markéta GREGOROVÁ;Gregorová;Markéta;GREGOROVA;CZ;Verts/ALE
person/256983;Person;;;256983;Jessika VAN LEEUWEN;Van Leeuwen;Jessika;VANLEEUWENJ;NL;PPE
person/257053;Person;;;257053;Ana Catarina MENDES;Mendes;Ana Catarina;MENDESA;PT;S&D
person/257105;Person;;;257105;Roxana MÎNZATU;Mînzatu;Roxana;MINZATUR;RO;S&D
person/251324;Person;;;251324;Krzysztof BREJZA;Brejza;Krzysztof;BREJZAK;PL;PPE
person/107212;Person;Новаков;Андрей;107212;Andrey NOVAKOV;Novakov;Andrey;NOVAKOV;BG;PPE
person/185341;Person;;;185341;Željana ZOVKO;Zovko;Željana;ZOVKO;HR;PPE
person/197523;Person;;;197523;Łukasz KOHUT;Kohut;Łukasz;KOHUT;PL;PPE
person/197525;Person;;;197525;Ewa KOPACZ;Kopacz;Ewa;KOPACZ;PL;PPE
person/257102;Person;;;257102;Giorgio GORI;Gori;Giorgio;GORIG;IT;S&D
person/256981;Person;;;256981;Ton DIEPEVEEN;DIEPEVEEN;Ton;DIEPEVEENT;NL;PfE
person/257297;Person;;;257297;Barry COWEN;Cowen;Barry;COWENB;IE;Renew
person/257300;Person;;;257300;Michael MCNAMARA;McNamara;Michael;MCNAMARAM;IE;Renew
person/197517;Person;;;197517;Adam JARUBAS;Jarubas;Adam;JARUBAS;PL;PPE
person/257115;Person;;;257115;Gheorghe PIPEREA;Piperea;Gheorghe;PIPEREAG;RO;ECR
person/197795;Person;;;197795;Mario FURORE;Furore;Mario;FURORE;IT;The Left
person/198084;Person;;;198084;Katri KULMUNI;Kulmuni;Katri;KULMUNIK;FI;Renew
person/188096;Person;;;188096;Jüri RATAS;Ratas;Jüri;RATASJ;EE;PPE
person/256973;Person;;;256973;Stefan KÖHLER;Köhler;Stefan;KOHLERS;DE;PPE
person/124799;Person;;;124799;Alessandra MORETTI;Moretti;Alessandra;MORETTIA;IT;S&D
person/256804;Person;;;256804;Pekka TOVERI;Toveri;Pekka;TOVERIP;FI;PPE
person/28400;Person;;;28400;Francisco José MILLÁN MON;Millán Mon;Francisco José;MILLANMON;ES;PPE
person/257124;Person;;;257124;Giuseppe LUPO;Lupo;Giuseppe;LUPOG;IT;S&D
person/101585;Person;;;101585;Niels FUGLSANG;Fuglsang;Niels;FUGLSANG;DK;S&D
person/124784;Person;;;124784;Dan NICA;Nica;Dan;NICA;RO;S&D
person/249982;Person;;;249982;Milan MAZUREK;Mazurek;Milan;MAZUREKMI;SK;NI
person/257029;Person;;;257029;Jorge MARTÍN FRÍAS;Martín Frías;Jorge;MARTINFRIASJ;ES;PfE
person/113523;Person;;;113523;Peter AGIUS;Agius;Peter;AGIUSP;MT;PPE
person/5392;Person;;;5392;Lara WOLTERS;Wolters;Lara;WOLTERS;NL;S&D
person/112748;Person;;;112748;Biljana BORZAN;Borzan;Biljana;BORZAN;HR;S&D
person/257075;Person;;;257075;Isilda GOMES;Gomes;Isilda;GOMESI;PT;S&D
person/197404;Person;;;197404;Jessica POLFJÄRD;Polfjärd;Jessica;POLFJARD;SE;PPE
person/256924;Person;;;256924;Sarah KNAFO;Knafo;Sarah;KNAFOS;FR;ESN
person/257125;Person;;;257125;Roberto VANNACCI;Vannacci;Roberto;VANNACCIR;IT;PfE
person/204400;Person;;;204400;Adrián VÁZQUEZ LÁZARA;Vázquez Lázara;Adrián;VÁZQUEZ LÁZARA;ES;PPE
person/197416;Person;Γεωργίου;Γιώργος;197416;Giorgos GEORGIOU;Georgiou;Giorgos;GEORGIOUGI;CY;The Left
person/256911;Person;;;256911;Arash SAEIDI;Saeidi;Arash;SAEIDIA;FR;The Left
person/256986;Person;ΓΕΑΔΗ;ΓΕΑΔΗΣ;256986;Geadis GEADI;Geadi;Geadis;GEADIG;CY;ECR
