id;type;officialFamilyName;officialGivenName;identifier;name;familyName;givenName;sortLabel;country;group
person/119652;Person;;;119652;Vytenis Povilas ANDRIUKAITIS;Andriukaitis;Vytenis Povilas;ANDRIUKAITISV;LT;S&D
person/257068;Person;;;257068;Hélder SOUSA SILVA;Sousa Silva;Hélder;SOUSASILVAH;PT;PPE
person/257116;Person;;;257116;Georgiana TEODORESCU;Teodorescu;Georgiana;TEODORESCUG;RO;ECR
person/197441;Person;;;197441;Predrag Fred MATIĆ;Matić;Predrag Fred;MATIC;HR;S&D
person/204129;Person;;;204129;Nikolina BRNJAC;Brnjac;Nikolina;BRNJACN;HR;PPE
person/124691;Person;Μαυρίδης;Κώστας;124691;Costas MAVRIDES;Mavrides;Costas;MAVRIDES;CY;S&D
person/124884;Person;;;124884;Kosma ZŁOTOWSKI;Złotowski;Kosma;ZLOTOWSKI;PL;ECR
person/256858;Person;ΑΝΑΔΙΩΤΗΣ;ΝΙΚΟΛΑΟΣ;256858;Nikolaos ANADIOTIS;Anadiotis;Nikolaos;ANADIOTISN;GR;NI
person/257133;Person;;;257133;Pasquale TRIDICO;Tridico;Pasquale;TRIDICOP;IT;The Left
person/257259;Person;МИНЧЕВ;Никола;257259;Nikola MINCHEV;Minchev;Nikola;MINCHEV;BG;Renew
person/125104;Person;;;125104;Romana TOMC;Tomc;Romana;TOMC;SI;PPE
person/96933;Person;;;96933;Milan ZVER;Zver;Milan;ZVER;SI;PPE
person/256943;Person;ΜΕΛΕΤΗ;ΕΛΕΟΝΩΡΑ;256943;Eleonora MELETI;Meleti;Eleonora;MELETIE;GR;PPE
person/256969;Person;;;256969;Friedrich PÜRNER;Pürner;Friedrich;PURNERF;DE;NI
person/198076;Person;;;198076;Maria OHISALO;Ohisalo;Maria;OHISALOM;FI;Verts/ALE
person/197573;Person;;;197573;Kira Marie PETER-HANSEN;Peter-Hansen;Kira Marie;PETER-HANSEN;DK;Verts/ALE
person/197802;Person;;;197802;Ville NIINISTÖ;Niinistö;Ville;NIINISTO;FI;Verts/ALE
person/213330;Person;;;213330;Ernő SCHALLER-BAROSS;Schaller-Baross;Ernő;SCHALLER;HU;PfE
person/197810;Person;;;197810;Nils UŠAKOVS;Ušakovs;Nils;USAKOVS;LV;S&D
person/124836;Person;;;124836;Maria NOICHL;Noichl;Maria;NOICHL;DE;S&D
person/197545;Person;;;197545;Bogdan RZOŃCA;Rzońca;Bogdan;RZONCA;PL;ECR
person/257030;Person;;;257030;Raúl DE LA HOZ QUINTANO;de la Hoz Quintano;Raúl;DELAHOZQUINTANO;ES;PPE
person/257050;Person;;;257050;António TÂNGER CORRÊA;Tânger Corrêa;António;TANGERCORREAA;PT;PfE
person/257054;Person;;;257054;Tiago MOREIRA DE SÁ;Moreira de Sá;Tiago;MOREIRADESAT;PT;PfE
person/257071;Person;;;257071;Carla TAVARES;Tavares;Carla;TAVARESC;PT;S&D
person/198490;Person;Φράγκος;Εμμανουήλ;198490;Emmanouil FRAGKOS;Fragkos;Emmanouil;FRAGKOS;GR;ECR
person/204414;Person;;;204414;Margarita DE LA PISA CARRIÓN;de la Pisa Carrión;Margarita;PISACARRION;ES;PfE
person/257144;Person;;;257144;Paolo INSELVINI;Inselvini;Paolo;INSELVINIP;IT;ECR
person/256936;Person;;;256936;Thomas BAJADA;Bajada;Thomas;BAJADAT;MT;S&D
person/257013;Person;;;257013;Ľubica KARVAŠOVÁ;Karvašová;Ľubica;KARVASOVAL;SK;Renew
person/257260;Person;;;257260;Petar VOLGIN;Volgin;Petar;VOLGINP;BG;ESN
person/2152;Person;;;2152;Leoluca ORLANDO;Orlando;Leoluca;ORLANDO;IT;Verts/ALE
person/124766;Person;;;124766;Petras AUŠTREVIČIUS;Auštrevičius;Petras;AUSTREVICIUS;LT;Renew
person/126699;Person;;;126699;Gilles PENNELLE;Pennelle;Gilles;PENNELLEG;FR;PfE
person/214839;Person;;;214839;Emma WIESNER;Wiesner;Emma;WIESNER;SE;Renew
person/197463;Person;;;197463;Olivier CHASTEL;Chastel;Olivier;CHASTEL;BE;Renew
person/257003;Person;;;257003;Jeannette BALJEU;Baljeu;Jeannette;BALJEUJ;NL;Renew
person/197769;Person;;;197769;Michal WIEZIK;Wiezik;Michal;WIEZIK;SK;Renew
person/197763;Person;;;197763;Milan UHRÍK;Uhrík;Milan;UHRIK;SK;ESN
person/96808;Person;;;96808;Pablo ARIAS ECHEVERRÍA;Arias Echeverría;Pablo;ARIASECHEVERRIA;ES;PPE
person/124701;Person;;;124701;Luděk NIEDERMAYER;Niedermayer;Luděk;NIEDERMAYER;CZ;PPE
person/257140;Person;;;257140;Carolina MORACE;Morace;Carolina;MORACEC;IT;The Left
person/257032;Person;;;257032;Kamila GASIUK-PIHOWICZ;Gasiuk-Pihowicz;Kamila;GASIUKPIHOWICZK;PL;PPE
person/208722;Person;;;208722;Sara MATTHIEU;Matthieu;Sara;MATTHIEUS;BE;Verts/ALE
person/96934;Person;;;96934;Sandra KALNIETE;Kalniete;Sandra;KALNIETE;LV;PPE
person/257155;Person;;;257155;Danilo DELLA VALLE;Della Valle;Danilo;DELLAVALLED;IT;The Left
person/28347;Person;;;28347;Javier MORENO SÁNCHEZ;Moreno Sánchez;Javier;MORENOSANCHEZ;ES;S&D
person/197624;Person;;;197624;Ivars IJABS;Ijabs;Ivars;IJABS;LV;Renew
person/256894;Person;;;256894;Sylvie JOSSERAND;Josserand;Sylvie;JOSSERANDS;FR;PfE
person/256903;Person;;;256903;Thomas PELLERIN-CARLIN;Pellerin-Carlin;Thomas;PELLERINCARLINT;FR;S&D
person/197691;Person;;;197691;Mathilde ANDROUËT;Androuët;Mathilde;ANDROUET;FR;PfE
person/256876;Person;;;256876;Anne-Sophie FRIGOUT;Frigout;Anne-Sophie;FRIGOUTA;FR;PfE
person/256846;Person;;;256846;Ondřej KOLÁŘ;Kolář;Ondřej;KOLARO;CZ;PPE
person/256895;Person;;;256895;Julien LEONARDELLI;Leonardelli;Julien;LEONARDELLIJ;FR;PfE
person/204419;Person;;;204419;Sandro GOZI;Gozi;Sandro;GOZI;FR;Renew
person/840;Person;;;840;Charles GOERENS;Goerens;Charles;GOERENS;LU;Renew
person/256993;Person;;;256993;Leire PAJÍN;Pajín;Leire;PAJÍNL;ES;S&D
person/197395;Person;;;197395;Alice KUHNKE;Kuhnke;Alice;KUHNKE;SE;Verts/ALE
person/197502;Person;;;197502;Marie-Pierre VEDRENNE;Vedrenne;Marie-Pierre;VEDRENNE;FR;Renew
person/197406;Person;;;197406;Arba KOKALARI;Kokalari;Arba;KOKALARI;SE;PPE
person/256823;Person;ΦΑΡΑΝΤΟΥΡΗΣ;ΝΙΚΟΛΑΣ;256823;Nikolas FARANTOURIS;Farantouris;Nikolas;FARANTOURISN;GR;The Left
person/197607;Person;;;197607;Pietro FIOCCHI;Fiocchi;Pietro;FIOCCHI;IT;ECR
person/256901;Person;;;256901;Jean-Marc GERMAIN;Germain;Jean-Marc;GERMAINJ;FR;S&D
person/257122;Person;;;257122;Antonio DECARO;Decaro;Antonio;DECAROA;IT;S&D
person/38511;Person;;;38511;Georg MAYER;Mayer;Georg;MAYER;AT;PfE
person/256820;Person;ΑΥΤΙΑΣ;ΓΕΩΡΓΙΟΣ;256820;Georgios AFTIAS;Aftias;Georgios;AFTIASG;GR;PPE
person/127766;Person;;;127766;Jussi SARAMO;Saramo;Jussi;SARAMOJ;FI;The Left
person/256887;Person;;;256887;Wouter BEKE;Beke;Wouter;BEKEW;BE;PPE
person/101039;Person;;;101039;Paolo BORCHIA;Borchia;Paolo;BORCHIA;IT;PfE
person/5736;Person;;;5736;Alexandre VARAUT;Varaut;Alexandre;VARAUT;FR;PfE
person/131580;Person;;;131580;Jordan BARDELLA;Bardella;Jordan;BARDELLA;FR;PfE
person/256872;Person;;;256872;Fabrice LEGGERI;Leggeri;Fabrice;LEGGERIF;FR;PfE
person/197402;Person;;;197402;Tomas TOBÉ;Tobé;Tomas;TOBE;SE;PPE
person/257047;Person;;;257047;Borys BUDKA;Budka;Borys;BUDKAB;PL;PPE
person/256868;Person;;;256868;Péter MAGYAR;Magyar;Péter;MAGYARP;HU;PPE
person/88882;Person;;;88882;Victor NEGRESCU;Negrescu;Victor;NEGRESCU;RO;S&D
person/96936;Person;;;96936;Gabriel MATO;Mato;Gabriel;MATO;ES;PPE
person/257049;Person;;;257049;Mirosława NYKIEL;Nykiel;Mirosława;NYKIELM;PL;PPE
person/257070;Person;;;257070;Marcin SYPNIEWSKI;Sypniewski;Marcin;SYPNIEWSKIM;PL;ESN
person/197430;Person;;;197430;Engin EROGLU;Eroglu;Engin;EROGLU;DE;Renew
person/257020;Person;;;257020;Stine BOSSE;Bosse;Stine;BOSSES;DK;Renew
person/257095;Person;;;257095;Elena DONAZZAN;Donazzan;Elena;DONAZZANE;IT;ECR
person/256962;Person;;;256962;Joachim STREIT;Streit;Joachim;STREITJ;DE;Renew
person/257010;Person;;;257010;Ľudovít ÓDOR;Ódor;Ľudovít;ODORL;SK;Renew
person/210480;Person;;;210480;Marta TEMIDO;Temido;Marta;TEMIDOM;PT;S&D
person/256853;Person;;;256853;Klara DOSTALOVA;Dostalova;Klara;DOSTALOVAK;CZ;PfE
person/197579;Person;;;197579;Klára DOBREV;Dobrev;Klára;DOBREV;HU;S&D
person/197701;Person;Αρβανίτης;Κωνσταντίνος;197701;Konstantinos ARVANITIS;Arvanitis;Konstantinos;ARVANITIS;GR;The Left
person/124846;Person;;;124846;Pina PICIERNO;Picierno;Pina;PICIERNO;IT;S&D
person/256926;Person;;;256926;Marie-Agnes STRACK-ZIMMERMANN;Strack-Zimmermann;Marie-Agnes;STRACKZIMMERMANNM;DE;Renew
person/197672;Person;;;197672;Eugen TOMAC;Tomac;Eugen;TOMAC;RO;Renew
person/197623;Person;;;197623;Thierry MARIANI;Mariani;Thierry;MARIANI;FR;PfE
person/256900;Person;;;256900;Fernand KARTHEISER;Kartheiser;Fernand;KARTHEISERF;LU;ECR
person/124867;Person;;;124867;Brando BENIFEI;Benifei;Brando;BENIFEI;IT;S&D
person/197500;Person;;;197500;Mounir SATOURI;Satouri;Mounir;SATOURI;FR;Verts/ALE
person/125106;Person;;;125106;Johan VAN OVERTVELDT;Van Overtveldt;Johan;VANOVERTVELDT;BE;ECR
person/256865;Person;;;256865;Eszter LAKOS;Lakos;Eszter;LAKOSE;HU;PPE
person/198073;Person;;;198073;Anna-Maja HENRIKSSON;Henriksson;Anna-Maja;HENRIKSSONA;FI;Renew
person/257109;Person;;;257109;Marco SQUARTA;Squarta;Marco;SQUARTAM;IT;ECR
person/197497;Person;;;197497;Sven MIKSER;Mikser;Sven;MIKSER;EE;S&D
person/204413;Person;;;204413;Marcos ROS SEMPERE;Ros Sempere;Marcos;ROS SEMPERE;ES;S&D
person/220896;Person;;;220896;Reinhold LOPATKA;Lopatka;Reinhold;LOPATKAR;AT;PPE
person/256810;Person;;;256810;Mika AALTOLA;Aaltola;Mika;AALTOLAM;FI;PPE
person/257058;Person;;;257058;Daniel OBAJTEK;Obajtek;Daniel;OBAJTEKD;PL;ECR
person/197839;Person;Кънев;Радан;197839;Radan KANEV;Kanev;Radan;KANEV;BG;PPE
person/197578;Person;;;197578;Silvia SARDONE;Sardone;Silvia;SARDONE;IT;PfE
person/28223;Person;;;28223;Andreas SCHWAB;Schwab;Andreas;SCHWAB;DE;PPE
person/197460;Person;;;197460;Sergey LAGODINSKY;Lagodinsky;Sergey;LAGODINSKY;DE;Verts/ALE
person/192254;Person;;;192254;Marieke EHLERS;Ehlers;Marieke;EHLERSM;NL;PfE
person/197468;Person;;;197468;Özlem DEMIREL;Demirel;Özlem;DEMIREL;DE;The Left
person/257118;Person;;;257118;Luis-Vicențiu LAZARUS;Lazarus;Luis-Vicențiu;LAZARUSL;RO;NI
person/256915;Person;;;256915;Mélissa CAMARA;Camara;Mélissa;CAMARAM;FR;Verts/ALE
person/197627;Person;;;197627;Virginie JORON;Joron;Virginie;JORON;FR;PfE
person/124985;Person;;;124985;Luke Ming FLANAGAN;Flanagan;Luke Ming;FLANAGAN LUKE;IE;The Left
person/257065;Person;;;257065;Sérgio HUMBERTO;Humberto;Sérgio;HUMBERTOS;PT;PPE
person/256843;Person;;;256843;Jana NAGYOVÁ;Nagyová;Jana;NAGYOVAJ;CZ;PfE
person/257237;Person;;;257237;Regina DOHERTY;Doherty;Regina;DOHERTYR;IE;PPE
person/257059;Person;;;257059;Bruno GONÇALVES;Gonçalves;Bruno;GONCALVESB;PT;S&D
person/257078;Person;;;257078;Paulo CUNHA;Cunha;Paulo;CUNHAP;PT;PPE
person/1927;Person;;;1927;Peter LIESE;Liese;Peter;LIESE;DE;PPE
person/256904;Person;;;256904;Chloé RIDEL;Ridel;Chloé;RIDELC;FR;S&D
person/98582;Person;;;98582;Loránt VINCZE;Vincze;Loránt;VINCZE;RO;PPE
person/256850;Person;;;256850;Filip TUREK;Turek;Filip;TUREKF;CZ;PfE
person/256866;Person;;;256866;Gabriella GERZSENYI;Gerzsenyi;Gabriella;GERZSENYIG;HU;PPE
person/124807;Person;;;124807;Jens GIESEKE;Gieseke;Jens;GIESEKE;DE;PPE
person/245018;Person;;;245018;Christophe CLERGEAU;Clergeau;Christophe;CLERGEAU;FR;S&D
person/197572;Person;;;197572;Anna ZALEWSKA;Zalewska;Anna;ZALEWSKA;PL;ECR
person/204449;Person;;;204449;Riho TERRAS;Terras;Riho;TERRAS;EE;PPE
person/257150;Person;;;257150;Michele PICARO;Picaro;Michele;PICAROM;IT;ECR
person/256840;Person;;;256840;Jan FARSKÝ;Farský;Jan;FARSKYJ;CZ;PPE
person/111412;Person;;;111412;Villy SØVNDAL;Søvndal;Villy;SOVNDALV;DK;Verts/ALE
person/125670;Person;;;125670;Massimiliano SALINI;Salini;Massimiliano;SALINI;IT;PPE
person/86057;Person;;;86057;Bartłomiej SIENKIEWICZ;Sienkiewicz;Bartłomiej;SIENKIEWICZ;PL;PPE
person/197534;Person;;;197534;François-Xavier BELLAMY;Bellamy;François-Xavier;BELLAMY;FR;PPE
person/257301;Person;;;257301;Cynthia NÍ MHURCHÚ;Ní Mhurchú;Cynthia;NIMHURCHUC;IE;Renew
person/190517;Person;;;190517;Martin SCHIRDEWAN;Schirdewan;Martin;SCHIRDEWAN;DE;The Left
person/197514;Person;;;197514;Andrzej HALICKI;Halicki;Andrzej;HALICKI;PL;PPE
person/257019;Person;;;257019;Alvise PÉREZ;PÉREZ;Alvise;PEREZFERNANDEZA;ES;NI
person/257082;Person;;;257082;Jagna MARCZUŁAJTIS-WALCZAK;Marczułajtis-Walczak;Jagna;MARCZULAJTISWALCZAK;PL;PPE
person/256862;Person;;;256862;Dóra DÁVID;Dávid;Dóra;DAVIDD;HU;PPE
person/197440;Person;;;197440;Delara BURKHARDT;Burkhardt;Delara;BURKHARDT;DE;S&D
person/198183;Person;;;198183;Mihai TUDOSE;Tudose;Mihai;TUDOSE;RO;S&D
person/25758;Person;;;25758;Ruth FIRMENICH;Firmenich;Ruth;FIRMENICHR;DE;NI
person/191693;Person;;;191693;Elsi KATAINEN;Katainen;Elsi;KATAINEN;FI;Renew
person/28219;Person;;;28219;Daniel CASPARY;Caspary;Daniel;CASPARY;DE;PPE
person/256991;Person;;;256991;Sebastiaan STÖTELER;Stöteler;Sebastiaan;STOTELERS;NL;PfE
person/256813;Person;;;256813;Vladimir PREBILIČ;Prebilič;Vladimir;PREBILICV;SI;Verts/ALE
person/220908;Person;;;220908;Branko GRIMS;Grims;Branko;GRIMSB;SI;PPE
person/257135;Person;;;257135;Valentina PALMISANO;Palmisano;Valentina;PALMISANOV;IT;The Left
person/197684;Person;;;197684;Pernando BARRENA ARZA;Barrena Arza;Pernando;BARRENAARZA;ES;The Left
person/5729;Person;;;5729;Kathleen VAN BREMPT;Van Brempt;Kathleen;VANBREMPT;BE;S&D
person/256890;Person;;;256890;Rudi KENNES;Kennes;Rudi;KENNESR;BE;The Left
person/125023;Person;;;125023;Anja HAZEKAMP;Hazekamp;Anja;HAZEKAMP;NL;The Left
person/256987;Person;;;256987;Oihane AGIRREGOITIA MARTÍNEZ;Agirregoitia Martínez;Oihane;AGIRREGOITIAMARTINEZ;ES;Renew
person/124802;Person;;;124802;Siegfried MUREŞAN;Mureşan;Siegfried;MURESAN;RO;PPE
person/199941;Person;;;199941;Marianne VIND;Vind;Marianne;VIND;DK;S&D
person/256916;Person;;;256916;Mārtiņš STAĶIS;Staķis;Mārtiņš;STAKISM;LV;Verts/ALE
person/257097;Person;;;257097;Alberico GAMBINO;Gambino;Alberico;GAMBINOA;IT;ECR
person/197529;Person;;;197529;Leila CHAIBI;Chaibi;Leila;CHAIBI;FR;The Left
person/124808;Person;;;124808;Norbert LINS;Lins;Norbert;LINS;DE;PPE
person/197405;Person;;;197405;Jörgen WARBORN;Warborn;Jörgen;WARBORN;SE;PPE
person/256870;Person;;;256870;Valérie DEVAUX;Devaux;Valérie;DEVAUXV;FR;Renew
person/257438;Person;;;257438;Anouk VAN BRUG;Van Brug;Anouk;VANBRUGA;NL;Renew
person/256941;Person;;;256941;Alexander JUNGBLUTH;Jungbluth;Alexander;JUNGBLUTHA;DE;ESN
person/257092;Person;;;257092;Hanna GEDIN;Gedin;Hanna;GEDINH;SE;The Left
person/125093;Person;Παπαδάκης;Κώστας;125093;Kostas PAPADAKIS;Papadakis;Kostas;PAPADAKIS KONSTANTINOS;GR;NI
person/257114;Person;;;257114;Claudiu-Richard TÂRZIU;Târziu;Claudiu-Richard;TARZIUC;RO;ECR
person/256961;Person;;;256961;Sebastian EVERDING;Everding;Sebastian;EVERDINGS;DE;The Left
person/257014;Person;;;257014;Veronika CIFROVÁ OSTRIHOŇOVÁ;Cifrová Ostrihoňová;Veronika;CIFROVAOSTRIHONOVAV;SK;Renew
person/256959;Person;;;256959;Alexander SELL;Sell;Alexander;SELLA;DE;ESN
person/257044;Person;;;257044;Rasmus NORDQVIST;Nordqvist;Rasmus;NORDQVISTR;DK;Verts/ALE
person/256948;Person;;;256948;Arno BAUSEMER;Bausemer;Arno;BAUSEMERA;DE;ESN
person/197429;Person;;;197429;Marion WALSMANN;Walsmann;Marion;WALSMANN;DE;PPE
person/256960;Person;;;256960;Sibylle BERG;Berg;Sibylle;BERGS;DE;NI
person/96697;Person;;;96697;Waldemar TOMASZEWSKI;Tomaszewski;Waldemar;TOMASZEWSKI;LT;ECR
person/197498;Person;;;197498;Robert BIEDROŃ;Biedroń;Robert;BIEDRON;PL;S&D
person/36392;Person;;;36392;Aldo PATRICIELLO;Patriciello;Aldo;PATRICIELLO;IT;PfE
person/197649;Person;;;197649;Gheorghe FALCĂ;Falcă;Gheorghe;FALCA;RO;PPE
person/256857;Person;;;256857;Viktória FERENC;Ferenc;Viktória;FERENCV;HU;PfE
person/256939;Person;;;256939;Thomas GEISEL;Geisel;Thomas;GEISELT;DE;NI
person/256869;Person;;;256869;Grégory ALLIONE;Allione;Grégory;ALLIONEG;FR;Renew
person/257088;Person;;;257088;Sofie ERIKSSON;Eriksson;Sofie;ERIKSSONS;SE;S&D
person/38542;Person;;;38542;Johan DANIELSSON;Danielsson;Johan;DANIELSSON;SE;S&D
person/257170;Person;;;257170;Sandro RUOTOLO;Ruotolo;Sandro;RUOTOLOA;IT;S&D
person/257033;Person;;;257033;Niels Flemming HANSEN;Hansen;Niels Flemming;HANSENN;DK;PPE
person/229839;Person;;;229839;René REPASI;Repasi;René;REPASI;DE;S&D
person/128483;Person;;;128483;Markus BUCHHEIT;Buchheit;Markus;BUCHHEIT;DE;ESN
person/257127;Person;;;257127;Ilaria SALIS;Salis;Ilaria;SALISI;IT;The Left
person/256839;Person;;;256839;Anna STÜRGKH;Stürgkh;Anna;STURGKHA;AT;Renew
person/118859;Person;;;118859;Roberta METSOLA;Metsola;Roberta;METSOLA;MT;PPE
person/95074;Person;;;95074;Jeroen LENAERS;Lenaers;Jeroen;LENAERS;NL;PPE
person/197591;Person;;;197591;Irene TINAGLI;Tinagli;Irene;TINAGLI;IT;S&D
person/256937;Person;;;256937;Vivien COSTANZO;Costanzo;Vivien;COSTANZOV;DE;S&D
person/256861;Person;;;256861;Kinga KOLLÁR;Kollár;Kinga;KOLLARK;HU;PPE
person/256877;Person;;;256877;Pascale PIERA;Piera;Pascale;PIERAP;FR;PfE
person/256949;Person;;;256949;Siegbert Frank DROESE;Droese;Siegbert Frank;DROESES;DE;ESN
